,trainingsizes,frames,masterframes,results,result_sums,mean,qvalues,times,mini,result_q1,result_q2,result_q3,maxi
20,2000,"[62, 247, 92, 60, 134, 98, 130, 180, 126, 62, 95, 227, 77, 161, 143, 175, 98, 175, 62, 62, 78, 62, 60, 72, 175, 98, 62, 62, 52, 98, 98, 145, 75, 175, 62, 135, 62, 134, 98, 62, 98, 62, 62, 62, 76, 112, 62, 62, 98, 104, 62, 162, 70, 98, 62, 76, 147, 98, 98, 62, 71, 62, 62, 75, 77, 134, 62, 129, 62, 62, 62, 247, 98, 77, 62, 52, 98, 98, 108, 74, 98, 62, 175, 69, 62, 105, 61, 62, 62, 175, 100, 62, 107, 63, 109, 56, 114, 78, 62, 175]",165901,"[-4.0, -2.0, 0.0, 6.0, -3.0, 1.0, 5.0, 3.0, 1.0, 9.0, -1.0, -3.0, -1.0, -3.0, -1.0, -5.0, 0.0, -5.0, -4.0, -5.0, -3.0, -4.0, -3.0, -5.0, -4.0]",-31.0,-1.24,4270,1564,-5.0,-4.0,-3.0,0.0,9.0
21,2100,"[211, 64, 103, 300, 142, 76, 98, 62, 134, 175, 175, 75, 98, 99, 98, 62, 62, 62, 64, 62, 75, 375, 55, 62, 108, 66, 99, 112, 98, 62, 149, 62, 138, 62, 74, 98, 134, 175, 113, 134, 67, 75, 62, 62, 62, 62, 252, 98, 62, 134, 134, 362, 62, 62, 62, 98, 91, 324, 62, 113, 75, 98, 78, 62, 62, 214, 189, 62, 98, 99, 44, 98, 248, 175, 134, 98, 150, 62, 105, 98, 62, 62, 54, 324, 62, 62, 62, 74, 62, 70, 62, 62, 65, 62, 62, 175, 65, 62, 98, 360]",176896,"[-3.0, -3.0, -3.0, 12.0, 17.0, -3.0, -3.0, 13.0, 3.0, -1.0, 2.0, 1.0, 3.0, 20.0, -3.0, 0.0, 10.0, 5.0, -4.0, 30.0, 4.0, -2.0, 6.0, 1.0, 3.0]",105.0,4.2,4390,1754,-4.0,-3.0,2.0,6.0,30.0
22,2200,"[62, 175, 62, 216, 62, 62, 62, 134, 62, 67, 62, 175, 149, 62, 62, 98, 103, 62, 98, 98, 62, 62, 134, 62, 221, 134, 62, 63, 134, 62, 175, 134, 62, 145, 149, 62, 62, 69, 175, 98, 104, 222, 217, 62, 62, 62, 218, 62, 62, 247, 98, 62, 62, 211, 77, 247, 98, 62, 62, 98, 98, 109, 62, 70, 62, 70, 70, 134, 98, 177, 62, 72, 74, 73, 62, 62, 134, 74, 110, 71, 62, 72, 62, 66, 73, 175, 62, 111, 147, 62, 161, 98, 98, 98, 113, 134, 76, 105, 72, 98]",187040,"[-2.0, -4.0, 3.0, 24.0, 3.0, -1.0, -2.0, 0.0, -1.0, 18.0, 2.0, -2.0, 13.0, 2.0, 1.0, -1.0, -4.0, 9.0, 3.0, -2.0, 8.0, -3.0, 4.0, 2.0, 14.0]",84.0,3.36,4483,1619,-4.0,-2.0,2.0,4.0,24.0
23,2300,"[98, 137, 62, 111, 134, 134, 134, 99, 65, 62, 62, 98, 78, 62, 99, 73, 69, 64, 62, 63, 62, 67, 134, 98, 98, 75, 134, 111, 191, 77, 62, 69, 62, 65, 171, 62, 63, 77, 98, 97, 62, 190, 289, 62, 134, 113, 134, 98, 324, 324, 186, 136, 48, 98, 223, 102, 134, 105, 62, 62, 98, 64, 66, 62, 106, 137, 72, 65, 98, 98, 134, 67, 134, 215, 98, 62, 62, 77, 134, 62, 64, 175, 62, 62, 109, 62, 62, 62, 62, 144, 189, 175, 212, 62, 68, 62, 62, 62, 175, 62]",197469,"[-3.0, -5.0, -4.0, 1.0, 1.0, -2.0, -2.0, -3.0, 5.0, 5.0, 2.0, -2.0, -1.0, -4.0, -3.0, -2.0, -2.0, 5.0, -4.0, -2.0, -2.0, 8.0, -4.0, -4.0, 3.0]",-19.0,-0.76,4560,1696,-5.0,-3.0,-2.0,1.0,8.0
24,2400,"[76, 99, 62, 247, 62, 175, 62, 62, 62, 142, 98, 78, 62, 77, 62, 62, 74, 107, 62, 134, 221, 71, 62, 288, 62, 65, 77, 62, 134, 62, 62, 182, 148, 247, 134, 99, 111, 65, 136, 175, 211, 98, 98, 114, 136, 62, 73, 134, 134, 64, 62, 175, 134, 68, 143, 98, 112, 175, 62, 63, 134, 175, 175, 98, 98, 62, 134, 62, 62, 62, 175, 71, 102, 62, 175, 146, 175, 71, 110, 175, 98, 98, 368, 62, 66, 62, 211, 109, 62, 247, 62, 72, 71, 62, 75, 98, 62, 98, 62, 62]",208444,"[0.0, -3.0, 2.0, -2.0, 3.0, -2.0, -3.0, -4.0, -3.0, 7.0, -3.0, 0.0, -5.0, -5.0, -3.0, -1.0, -5.0, -2.0, -3.0, 1.0, -4.0, -4.0, -3.0, 1.0, -4.0]",-45.0,-1.8,4627,1741,-5.0,-4.0,-3.0,0.0,7.0
25,2500,"[62, 98, 62, 134, 62, 98, 62, 74, 73, 175, 134, 62, 175, 175, 98, 62, 62, 98, 98, 62, 64, 98, 62, 62, 66, 62, 98, 133, 134, 98, 330, 109, 134, 62, 138, 62, 62, 134, 62, 134, 62, 62, 107, 62, 175, 134, 73, 134, 105, 288, 62, 175, 62, 62, 70, 134, 143, 175, 134, 62, 98, 247, 69, 145, 62, 62, 62, 98, 247, 62, 103, 112, 62, 67, 62, 50, 134, 98, 62, 62, 145, 247, 62, 134, 73, 62, 76, 212, 62, 288, 134, 62, 62, 211, 107, 142, 66, 62, 250, 98]",219274,"[15.0, -3.0, -2.0, 3.0, 20.0, 0.0, -2.0, 2.0, 11.0, -3.0, -2.0, -3.0, 0.0, 2.0, -4.0, -4.0, -2.0, 0.0, 10.0, 6.0, -3.0, -4.0, -3.0, 12.0, 14.0]",60.0,2.4,4665,1758,-4.0,-3.0,0.0,6.0,20.0
26,2600,"[108, 147, 62, 62, 175, 247, 134, 62, 191, 63, 188, 62, 175, 64, 220, 103, 187, 176, 139, 103, 62, 183, 62, 75, 62, 189, 98, 72, 62, 71, 103, 65, 300, 72, 62, 175, 62, 220, 64, 62, 211, 98, 62, 98, 62, 139, 63, 62, 62, 73, 68, 62, 134, 63, 78, 98, 104, 106, 108, 62, 70, 98, 247, 62, 62, 211, 360, 66, 62, 66, 62, 103, 71, 62, 66, 62, 144, 175, 181, 72, 62, 62, 62, 98, 108, 62, 211, 184, 134, 62, 211, 63, 134, 186, 72, 62, 64, 62, 98, 98]",230273,"[-2.0, -4.0, -1.0, 1.0, 0.0, -3.0, -3.0, -4.0, -4.0, -2.0, -3.0, 6.0, 1.0, -1.0, -3.0, -3.0, 0.0, -3.0, 1.0, 0.0, -4.0, -4.0, 6.0, -4.0, -3.0]",-36.0,-1.44,4732,1671,-4.0,-3.0,-3.0,0.0,6.0
27,2700,"[62, 98, 212, 150, 69, 62, 134, 259, 289, 143, 134, 98, 247, 62, 247, 256, 148, 146, 63, 175, 134, 73, 62, 98, 134, 134, 56, 62, 324, 62, 62, 99, 175, 70, 62, 62, 144, 111, 62, 134, 62, 134, 145, 98, 109, 111, 74, 101, 67, 67, 62, 175, 175, 184, 165, 71, 134, 175, 175, 100, 98, 134, 134, 98, 62, 139, 65, 98, 75, 134, 62, 75, 99, 104, 65, 109, 135, 98, 62, 62, 211, 98, 134, 98, 57, 62, 134, 98, 76, 175, 134, 62, 62, 211, 62, 98, 62, 135, 174, 222]",242104,"[0.0, -3.0, -3.0, -3.0, -2.0, 3.0, -3.0, 2.0, -3.0, -4.0, 11.0, -1.0, 3.0, 3.0, -3.0, -3.0, -1.0, -3.0, 8.0, 2.0, -3.0, 12.0, -4.0, 9.0, 7.0]",21.0,0.84,4788,1847,-4.0,-3.0,-1.0,3.0,12.0
28,2800,"[98, 107, 98, 134, 183, 62, 72, 66, 98, 62, 62, 62, 62, 67, 134, 186, 62, 70, 135, 360, 68, 144, 62, 435, 62, 211, 62, 134, 98, 65, 98, 75, 203, 62, 98, 71, 62, 144, 187, 62, 62, 187, 134, 98, 62, 62, 46, 62, 62, 62, 105, 110, 62, 63, 106, 62, 98, 63, 62, 183, 69, 149, 139, 62, 62, 70, 62, 77, 134, 62, 69, 71, 98, 63, 134, 134, 62, 62, 102, 66, 70, 62, 62, 109, 134, 70, 72, 288, 64, 109, 211, 70, 67, 203, 75, 64, 134, 167, 62, 49]",252327,"[-5.0, -5.0, -4.0, -5.0, 20.0, -1.0, -3.0, -5.0, -5.0, 8.0, -2.0, 0.0, 7.0, -2.0, -3.0, -2.0, 4.0, -5.0, -5.0, 10.0, -2.0, -3.0, 4.0, 5.0, -4.0]",-3.0,-0.12,4828,1625,-5.0,-5.0,-2.0,4.0,20.0
29,2900,"[112, 99, 47, 62, 62, 134, 44, 62, 98, 134, 62, 98, 138, 75, 62, 62, 71, 62, 98, 45, 175, 55, 98, 136, 62, 98, 140, 175, 134, 62, 98, 134, 62, 106, 141, 62, 98, 62, 74, 134, 134, 62, 111, 65, 62, 62, 134, 98, 71, 150, 71, 145, 98, 62, 62, 93, 134, 66, 247, 211, 246, 62, 62, 62, 62, 247, 98, 134, 98, 217, 289, 360, 62, 62, 100, 98, 64, 98, 98, 62, 211, 134, 211, 62, 62, 176, 62, 62, 175, 62, 98, 75, 62, 62, 211, 184, 62, 134, 62, 134]",263080,"[-3.0, -4.0, 1.0, -2.0, -4.0, 11.0, -2.0, -1.0, 7.0, -4.0, -2.0, 1.0, 6.0, -3.0, 10.0, 1.0, -1.0, -4.0, -3.0, -4.0, 2.0, 9.0, -4.0, 2.0, 14.0]",23.0,0.92,4868,1630,-4.0,-3.0,-1.0,2.0,14.0
30,3000,"[158, 175, 70, 62, 257, 175, 98, 62, 134, 70, 62, 175, 62, 71, 109, 62, 62, 73, 65, 62, 62, 134, 134, 175, 98, 62, 65, 104, 98, 98, 98, 211, 62, 62, 134, 221, 290, 134, 100, 134, 98, 70, 134, 62, 66, 324, 213, 62, 134, 98, 98, 98, 134, 98, 134, 134, 211, 136, 62, 62, 72, 175, 71, 98, 134, 62, 147, 98, 98, 65, 98, 62, 62, 98, 107, 98, 73, 134, 62, 47, 77, 62, 150, 62, 62, 69, 211, 182, 62, 99, 62, 134, 211, 179, 187, 62, 62, 111, 62, 62]",274077,"[-3.0, -1.0, -3.0, 5.0, -4.0, -4.0, -4.0, -3.0, -4.0, 0.0, -4.0, -4.0, 0.0, -4.0, -4.0, -5.0, -4.0, -1.0, 1.0, -5.0, -4.0, -5.0, -2.0, -3.0, -5.0]",-70.0,-2.8,4901,1740,-5.0,-4.0,-4.0,-2.0,5.0
31,3100,"[71, 98, 62, 134, 134, 98, 134, 106, 98, 62, 62, 288, 107, 98, 98, 62, 98, 62, 62, 62, 62, 74, 177, 145, 181, 62, 71, 71, 98, 62, 62, 98, 62, 71, 62, 62, 69, 98, 62, 184, 61, 63, 62, 62, 247, 134, 75, 98, 98, 107, 100, 62, 136, 62, 360, 273, 259, 48, 366, 175, 290, 401, 64, 247, 98, 134, 137, 175, 98, 62, 111, 140, 98, 98, 63, 62, 98, 134, 62, 106, 225, 62, 63, 60, 62, 62, 138, 62, 134, 98, 98, 98, 247, 62, 145, 324, 140, 134, 98, 74]",285818,"[0.0, -3.0, -4.0, -4.0, -3.0, 22.0, 4.0, 1.0, 11.0, -4.0, -4.0, -2.0, -4.0, 15.0, 2.0, -2.0, -2.0, -2.0, 1.0, 0.0, 6.0, -4.0, 0.0, 0.0, -4.0]",20.0,0.8,4921,1893,-4.0,-4.0,-2.0,1.0,22.0
32,3200,"[134, 62, 62, 134, 69, 175, 108, 71, 247, 360, 134, 134, 98, 98, 111, 76, 175, 258, 62, 107, 62, 63, 70, 62, 134, 62, 62, 105, 189, 62, 62, 62, 62, 62, 62, 62, 98, 98, 186, 104, 62, 62, 62, 98, 174, 62, 63, 175, 179, 144, 175, 66, 223, 89, 176, 135, 65, 62, 62, 247, 98, 62, 98, 184, 98, 62, 62, 62, 134, 146, 62, 64, 98, 190, 134, 183, 62, 66, 61, 62, 107, 62, 62, 212, 247, 98, 108, 63, 175, 138, 134, 134, 62, 62, 62, 175, 519, 76, 62, 62]",297211,"[-2.0, -5.0, 2.0, -3.0, 6.0, -4.0, -4.0, -3.0, -4.0, -4.0, 10.0, 24.0, 5.0, 7.0, -5.0, 3.0, 9.0, -4.0, -1.0, -3.0, 23.0, -5.0, -4.0, 9.0, 3.0]",50.0,2.0,4951,1822,-5.0,-4.0,-2.0,6.0,24.0
33,3300,"[62, 98, 142, 98, 96, 175, 62, 98, 98, 62, 288, 62, 62, 62, 360, 134, 72, 98, 98, 73, 98, 65, 288, 62, 175, 62, 134, 62, 135, 62, 62, 98, 62, 134, 62, 324, 62, 62, 62, 62, 98, 247, 114, 62, 642, 62, 62, 62, 134, 62, 62, 62, 250, 62, 134, 62, 65, 147, 98, 62, 62, 98, 98, 70, 68, 134, 98, 102, 69, 68, 98, 62, 62, 98, 62, 211, 134, 62, 98, 144, 62, 100, 62, 98, 56, 175, 98, 62, 62, 175, 64, 134, 62, 98, 62, 76, 97, 175, 62, 98]",307969,"[-3.0, -2.0, -4.0, -3.0, 13.0, -5.0, 0.0, 3.0, -2.0, 4.0, 13.0, 2.0, 7.0, -4.0, 3.0, 8.0, 5.0, -3.0, 1.0, 1.0, 0.0, -5.0, -2.0, -1.0, 1.0]",27.0,1.08,4981,1735,-5.0,-3.0,0.0,3.0,13.0
34,3400,"[62, 62, 102, 246, 75, 62, 98, 134, 247, 72, 68, 62, 134, 112, 62, 134, 98, 62, 134, 134, 62, 62, 62, 62, 62, 62, 181, 62, 134, 62, 134, 62, 134, 62, 98, 96, 247, 134, 66, 288, 70, 67, 211, 62, 74, 67, 98, 66, 175, 62, 62, 98, 175, 110, 94, 62, 211, 62, 134, 401, 73, 134, 62, 134, 69, 134, 62, 178, 98, 63, 112, 177, 181, 134, 107, 134, 62, 73, 62, 288, 62, 62, 62, 65, 109, 63, 134, 62, 62, 61, 62, 62, 98, 66, 105, 62, 134, 62, 62, 148]",318562,"[9.0, -4.0, -2.0, 6.0, 24.0, 1.0, -2.0, 12.0, -3.0, 0.0, -3.0, 7.0, 4.0, -3.0, 4.0, 1.0, -4.0, 5.0, -2.0, 1.0, 0.0, -4.0, 6.0, -4.0, 5.0]",54.0,2.16,4996,1544,-4.0,-3.0,1.0,5.0,24.0
35,3500,"[165, 175, 62, 146, 69, 134, 175, 62, 98, 98, 74, 134, 62, 175, 134, 134, 62, 140, 134, 58, 62, 133, 328, 134, 108, 98, 248, 177, 73, 187, 62, 134, 98, 65, 175, 62, 62, 78, 288, 62, 137, 62, 62, 134, 62, 98, 74, 145, 62, 98, 134, 98, 64, 62, 131, 62, 64, 62, 67, 62, 54, 98, 98, 98, 62, 112, 62, 98, 175, 175, 134, 211, 62, 98, 77, 92, 245, 62, 175, 62, 360, 111, 175, 62, 134, 98, 62, 62, 98, 98, 62, 134, 134, 211, 134, 62, 62, 62, 62, 106]",329766,"[-3.0, -3.0, -4.0, -2.0, -2.0, 12.0, 14.0, -4.0, -3.0, -4.0, -4.0, 10.0, -4.0, 2.0, -1.0, -4.0, -4.0, -3.0, -2.0, -4.0, -4.0, -3.0, -1.0, 15.0, -1.0]",-7.0,-0.28,5022,1788,-4.0,-4.0,-3.0,-1.0,15.0
36,3600,"[62, 69, 211, 247, 62, 247, 112, 98, 102, 62, 134, 93, 180, 401, 134, 175, 98, 98, 62, 65, 62, 62, 134, 98, 62, 105, 98, 64, 288, 134, 139, 134, 62, 55, 99, 62, 175, 62, 175, 62, 62, 98, 134, 70, 134, 63, 67, 98, 62, 47, 247, 62, 63, 98, 175, 62, 110, 98, 43, 62, 324, 78, 63, 134, 62, 98, 62, 77, 134, 175, 68, 62, 99, 62, 211, 175, 211, 62, 360, 98, 98, 62, 134, 98, 98, 98, 186, 136, 247, 98, 62, 360, 62, 134, 211, 62, 134, 408, 473, 62]",342303,"[-1.0, -3.0, 2.0, 3.0, 4.0, 2.0, -3.0, -4.0, -1.0, 2.0, 13.0, 2.0, 4.0, 15.0, -3.0, -4.0, 1.0, 13.0, 2.0, -4.0, 9.0, 3.0, -3.0, -2.0, 17.0]",64.0,2.56,5049,2056,-4.0,-3.0,2.0,4.0,17.0
37,3700,"[175, 295, 62, 175, 213, 62, 247, 247, 62, 175, 139, 62, 175, 62, 62, 288, 288, 134, 62, 112, 47, 134, 289, 58, 247, 62, 103, 109, 62, 98, 144, 211, 62, 98, 62, 143, 45, 134, 98, 101, 134, 514, 258, 62, 143, 175, 98, 62, 110, 185, 102, 72, 62, 62, 247, 211, 62, 134, 98, 175, 134, 98, 550, 401, 211, 216, 134, 134, 98, 134, 62, 134, 62, 181, 211, 211, 48, 168, 62, 62, 62, 247, 98, 62, 62, 62, 175, 62, 292, 62, 238, 175, 104, 175, 98, 98, 150, 98, 62, 191]",356557,"[-2.0, -3.0, -1.0, -1.0, 6.0, 2.0, -3.0, 3.0, -3.0, 13.0, 6.0, -3.0, -1.0, -3.0, -4.0, -3.0, 1.0, 2.0, 2.0, 9.0, -2.0, 7.0, 7.0, 0.0, 0.0]",29.0,1.16,5080,2334,-4.0,-3.0,0.0,3.0,13.0
38,3800,"[147, 325, 69, 62, 74, 134, 71, 58, 98, 108, 187, 62, 62, 62, 62, 71, 134, 134, 98, 66, 143, 98, 62, 62, 64, 175, 71, 49, 175, 65, 62, 73, 62, 175, 98, 134, 175, 175, 62, 62, 62, 67, 145, 134, 175, 111, 62, 62, 45, 71, 62, 62, 102, 211, 62, 175, 134, 108, 59, 62, 98, 288, 65, 46, 225, 69, 62, 62, 62, 62, 134, 98, 62, 72, 62, 98, 62, 134, 175, 62, 175, 98, 75, 64, 324, 62, 175, 247, 62, 94, 183, 134, 211, 211, 159, 75, 74, 137, 134, 98]",367444,"[-4.0, 3.0, 7.0, 14.0, -3.0, -2.0, 1.0, 2.0, -4.0, 13.0, -1.0, 5.0, 0.0, -3.0, -3.0, 0.0, 0.0, 3.0, 3.0, -4.0, 15.0, 0.0, -1.0, -3.0, -4.0]",34.0,1.36,5101,1729,-4.0,-3.0,0.0,3.0,15.0
39,3900,"[98, 135, 62, 98, 340, 134, 62, 69, 98, 98, 64, 98, 257, 226, 175, 49, 134, 98, 61, 98, 98, 247, 98, 175, 62, 98, 98, 214, 62, 134, 134, 62, 94, 101, 62, 211, 98, 64, 65, 62, 98, 291, 63, 175, 107, 62, 288, 134, 62, 62, 53, 71, 211, 62, 134, 360, 58, 175, 64, 98, 98, 98, 62, 70, 98, 211, 175, 98, 98, 98, 62, 175, 550, 98, 64, 134, 218, 62, 62, 99, 108, 62, 62, 407, 137, 247, 98, 134, 72, 62, 98, 247, 134, 212, 62, 175, 62, 211, 134, 75]",380194,"[8.0, 5.0, 0.0, 5.0, 21.0, 6.0, 12.0, 5.0, -3.0, 31.0, -2.0, 1.0, 9.0, -1.0, -1.0, 20.0, -3.0, -1.0, -4.0, 13.0, 9.0, -4.0, -4.0, -4.0, -1.0]",117.0,4.68,5129,2058,-4.0,-2.0,1.0,9.0,31.0
40,4000,"[175, 184, 62, 62, 98, 62, 62, 98, 144, 134, 175, 62, 62, 62, 62, 175, 218, 62, 175, 62, 98, 247, 98, 473, 111, 62, 175, 70, 98, 175, 98, 98, 98, 62, 360, 62, 67, 328, 62, 175, 62, 110, 62, 62, 175, 62, 62, 110, 62, 98, 62, 102, 134, 98, 75, 62, 98, 211, 62, 65, 112, 134, 98, 62, 179, 71, 134, 72, 62, 110, 211, 175, 175, 62, 62, 138, 247, 62, 134, 62, 62, 175, 62, 98, 98, 64, 257, 98, 211, 62, 62, 101, 64, 62, 62, 62, 98, 134, 66, 62]",391563,"[0.0, 6.0, 14.0, 15.0, -3.0, 11.0, -2.0, -4.0, 2.0, -3.0, -4.0, -2.0, -4.0, -4.0, -1.0, -4.0, 14.0, 0.0, 0.0, -3.0, 3.0, 5.0, -5.0, -1.0, 21.0]",51.0,2.04,5145,1844,-5.0,-3.0,-1.0,5.0,21.0
41,4100,"[62, 98, 62, 98, 77, 134, 62, 98, 114, 62, 98, 148, 211, 105, 162, 71, 62, 62, 98, 62, 62, 62, 62, 62, 211, 219, 62, 62, 75, 62, 98, 134, 62, 62, 134, 111, 98, 68, 62, 62, 175, 62, 254, 107, 134, 134, 73, 102, 62, 62, 134, 144, 62, 175, 98, 62, 98, 175, 113, 98, 175, 98, 175, 105, 98, 62, 101, 98, 134, 62, 98, 62, 62, 134, 62, 62, 62, 98, 62, 62, 211, 247, 148, 98, 62, 62, 214, 62, 62, 62, 175, 134, 98, 98, 360, 62, 473, 63, 247, 66]",402539,"[16.0, -2.0, 10.0, -2.0, 15.0, 3.0, 36.0, -1.0, 5.0, -4.0, 4.0, 6.0, -2.0, 6.0, 0.0, 4.0, -2.0, 5.0, 8.0, 11.0, 0.0, 5.0, 4.0, -3.0, 0.0]",122.0,4.88,5157,1700,-4.0,-1.0,4.0,6.0,36.0
42,4200,"[261, 360, 98, 134, 111, 62, 76, 62, 106, 62, 65, 212, 134, 66, 74, 134, 134, 188, 68, 191, 98, 288, 134, 225, 62, 247, 62, 62, 211, 106, 368, 146, 113, 98, 98, 360, 98, 98, 98, 69, 62, 62, 66, 134, 134, 98, 324, 106, 247, 324, 175, 134, 98, 324, 65, 62, 401, 98, 211, 134, 62, 211, 98, 76, 62, 68, 98, 62, 211, 62, 67, 62, 62, 63, 175, 62, 62, 134, 67, 105, 324, 247, 62, 98, 134, 98, 288, 98, 54, 98, 64, 62, 184, 62, 175, 98, 62, 175, 62, 62]",415813,"[-4.0, -3.0, -3.0, -2.0, -2.0, -3.0, -4.0, -1.0, -1.0, 3.0, -3.0, 2.0, -4.0, 3.0, 18.0, 12.0, 4.0, 6.0, 3.0, -2.0, -1.0, -3.0, 2.0, 8.0, -3.0]",22.0,0.88,5182,2133,-4.0,-3.0,-1.0,3.0,18.0
43,4300,"[62, 105, 69, 62, 62, 62, 62, 175, 98, 62, 98, 45, 360, 360, 78, 108, 62, 72, 56, 75, 211, 143, 147, 62, 98, 65, 145, 134, 98, 62, 62, 175, 211, 75, 98, 98, 62, 98, 98, 62, 522, 211, 76, 134, 63, 211, 98, 98, 141, 62, 63, 62, 134, 177, 175, 62, 98, 107, 175, 98, 65, 78, 68, 256, 62, 134, 62, 437, 328, 183, 98, 112, 70, 62, 175, 62, 62, 63, 211, 78, 62, 333, 98, 72, 68, 248, 134, 72, 134, 63, 211, 183, 98, 98, 98, 134, 95, 98, 175, 72]",428129,"[-3.0, -4.0, -4.0, 17.0, -4.0, 14.0, -2.0, -4.0, -4.0, 6.0, 2.0, 0.0, 8.0, 1.0, -3.0, 19.0, 6.0, 4.0, 5.0, 38.0, 23.0, -2.0, 6.0, 40.0, 1.0]",160.0,6.4,5211,1983,-4.0,-3.0,2.0,8.0,40.0
44,4400,"[288, 98, 247, 147, 145, 253, 62, 142, 134, 372, 324, 71, 257, 175, 211, 70, 62, 98, 134, 175, 62, 134, 175, 98, 62, 134, 134, 107, 101, 259, 304, 175, 64, 134, 53, 134, 62, 247, 108, 175, 254, 108, 211, 72, 62, 62, 62, 360, 241, 220, 145, 113, 211, 62, 98, 103, 550, 288, 98, 98, 211, 62, 112, 211, 148, 111, 175, 211, 98, 134, 247, 133, 62, 98, 189, 70, 109, 113, 62, 134, 68, 98, 62, 62, 62, 99, 437, 211, 101, 61, 74, 70, 186, 62, 98, 77, 98, 134, 244, 134]",442862,"[6.0, 5.0, -3.0, -2.0, -1.0, 17.0, -4.0, 8.0, -2.0, 2.0, 4.0, 5.0, 6.0, 14.0, -4.0, 2.0, 3.0, 1.0, 0.0, 4.0, -4.0, -3.0, 0.0, -1.0, 1.0]",54.0,2.16,5230,2413,-4.0,-2.0,1.0,5.0,17.0
45,4500,"[62, 366, 92, 288, 134, 100, 247, 72, 135, 247, 175, 98, 247, 72, 142, 78, 62, 147, 108, 62, 98, 181, 111, 134, 62, 62, 142, 62, 98, 77, 102, 62, 64, 134, 77, 62, 62, 175, 134, 291, 98, 62, 140, 75, 62, 327, 65, 247, 62, 98, 134, 62, 110, 62, 69, 211, 211, 107, 62, 102, 98, 62, 62, 62, 134, 211, 175, 62, 247, 134, 134, 288, 112, 62, 360, 53, 98, 74, 62, 62, 62, 175, 62, 70, 62, 98, 62, 134, 141, 62, 134, 247, 98, 360, 175, 98, 67, 48, 211, 211]",455481,"[-4.0, 11.0, 26.0, -3.0, -2.0, -2.0, 2.0, 31.0, 4.0, 0.0, -4.0, -1.0, 0.0, 2.0, 5.0, -2.0, -1.0, -2.0, 13.0, -3.0, -2.0, -4.0, 18.0, 8.0, -3.0]",87.0,3.48,5254,2059,-4.0,-2.0,-1.0,5.0,31.0
46,4600,"[62, 54, 191, 62, 62, 56, 69, 181, 211, 149, 98, 62, 98, 181, 134, 185, 62, 98, 62, 175, 104, 62, 69, 98, 62, 55, 134, 98, 109, 62, 74, 98, 134, 175, 134, 64, 63, 62, 135, 62, 62, 253, 134, 62, 247, 72, 98, 58, 360, 62, 175, 62, 62, 73, 64, 150, 99, 68, 207, 415, 175, 62, 134, 247, 98, 62, 98, 72, 102, 134, 98, 134, 288, 76, 72, 134, 175, 211, 77, 66, 62, 210, 78, 220, 77, 62, 75, 91, 98, 247, 175, 360, 98, 98, 102, 62, 67, 68, 108, 62]",467305,"[-3.0, 5.0, 10.0, 23.0, -1.0, -1.0, 5.0, 1.0, 11.0, -4.0, 12.0, 0.0, 0.0, 2.0, -4.0, 2.0, -1.0, 9.0, 4.0, 11.0, 0.0, -1.0, 2.0, -1.0, 1.0]",82.0,3.28,5287,1913,-4.0,-1.0,1.0,5.0,23.0
47,4700,"[62, 62, 449, 175, 134, 62, 211, 98, 105, 144, 211, 134, 98, 62, 62, 71, 74, 98, 140, 98, 62, 134, 98, 141, 98, 134, 134, 134, 187, 62, 62, 62, 98, 134, 62, 211, 98, 66, 62, 101, 98, 61, 98, 211, 78, 134, 134, 134, 256, 70, 176, 134, 62, 62, 145, 247, 101, 100, 134, 180, 78, 134, 255, 260, 146, 247, 139, 98, 175, 66, 134, 76, 103, 62, 62, 175, 98, 111, 244, 175, 413, 78, 473, 135, 62, 247, 179, 62, 288, 98, 135, 627, 143, 211, 61, 62, 62, 175, 62, 134]",481155,"[0.0, 3.0, -4.0, 8.0, -4.0, 0.0, -3.0, 34.0, 6.0, -3.0, 3.0, -3.0, 8.0, 8.0, 4.0, 12.0, 18.0, 1.0, 8.0, -3.0, 3.0, 5.0, 2.0, 7.0, 0.0]",110.0,4.4,5308,2292,-4.0,0.0,3.0,8.0,34.0
48,4800,"[175, 134, 62, 62, 62, 211, 98, 62, 188, 62, 150, 71, 62, 252, 62, 64, 62, 70, 98, 288, 137, 62, 175, 65, 256, 324, 62, 145, 292, 62, 62, 98, 62, 98, 104, 211, 328, 211, 62, 176, 62, 106, 69, 78, 62, 175, 147, 98, 211, 288, 62, 247, 134, 98, 211, 134, 98, 98, 183, 114, 107, 294, 62, 62, 288, 181, 98, 134, 211, 211, 247, 62, 62, 78, 62, 65, 402, 114, 62, 134, 67, 211, 98, 134, 62, 65, 134, 68, 76, 62, 140, 77, 175, 98, 144, 175, 62, 217, 62, 59]",494239,"[-4.0, -4.0, 8.0, 14.0, 23.0, 19.0, 2.0, 6.0, 14.0, 10.0, 18.0, 29.0, 3.0, 17.0, 5.0, -1.0, -3.0, 22.0, 4.0, 34.0, 32.0, 3.0, 27.0, 3.0, 2.0]",283.0,11.32,5321,2048,-4.0,3.0,8.0,19.0,34.0
