,trainingsizes,frames,masterframes,results,result_sums,mean,qvalues,times,mini,result_q1,result_q2,result_q3,maxi
10,1000,"[288, 134, 98, 113, 64, 62, 55, 52, 72, 72, 175, 62, 62, 62, 62, 62, 146, 62, 98, 98, 62, 62, 134, 61, 61, 134, 62, 62, 113, 100, 62, 112, 98, 134, 62, 98, 62, 62, 296, 62, 62, 62, 98, 175, 62, 61, 98, 77, 140, 98, 211, 62, 217, 175, 62, 62, 62, 288, 78, 62, 62, 98, 60, 133, 62, 89, 62, 138, 62, 98, 223, 62, 62, 62, 62, 98, 98, 401, 98, 247, 61, 62, 134, 62, 59, 56, 57, 56, 98, 62, 211, 62, 98, 134, 137, 134, 288, 134, 107, 288]",82407,"[4.0, -4.0, -4.0, -3.0, -5.0, -4.0, -3.0, -5.0, -4.0, -5.0, -5.0, -4.0, -3.0, -2.0, -3.0, -3.0, -2.0, 0.0, 0.0, -3.0, -1.0, -3.0, -1.0, -5.0, 1.0]",-67.0,-2.68,2622,1538,-5.0,-4.0,-3.0,-2.0,4.0
11,1100,"[134, 62, 53, 62, 62, 62, 77, 62, 62, 98, 65, 288, 175, 211, 135, 62, 62, 62, 98, 134, 134, 62, 175, 98, 62, 62, 175, 141, 175, 62, 54, 98, 114, 64, 175, 98, 98, 74, 62, 98, 288, 98, 134, 134, 134, 62, 98, 134, 98, 100, 175, 110, 71, 134, 559, 98, 62, 134, 62, 288, 98, 98, 62, 175, 62, 62, 98, 98, 134, 62, 98, 134, 134, 211, 101, 124, 98, 473, 98, 62, 98, 134, 98, 100, 51, 62, 55, 98, 62, 62, 62, 62, 62, 175, 98, 134, 134, 134, 134, 73]",93857,"[-4.0, -3.0, -1.0, -3.0, 2.0, 5.0, 4.0, -2.0, -4.0, 3.0, -5.0, -4.0, 1.0, -5.0, -1.0, -2.0, -5.0, -5.0, -3.0, 3.0, -4.0, -5.0, -5.0, -3.0, -3.0]",-49.0,-1.96,2836,1690,-5.0,-4.0,-3.0,-1.0,5.0
12,1200,"[62, 62, 98, 71, 220, 100, 76, 98, 134, 62, 247, 62, 62, 62, 72, 288, 62, 98, 74, 134, 98, 62, 62, 62, 98, 62, 78, 62, 131, 134, 177, 62, 76, 134, 62, 74, 98, 134, 62, 62, 62, 62, 134, 175, 134, 62, 62, 134, 62, 78, 78, 175, 134, 334, 66, 100, 134, 62, 105, 78, 147, 175, 62, 134, 78, 62, 62, 62, 134, 104, 62, 134, 74, 211, 62, 324, 75, 211, 62, 324, 288, 303, 98, 77, 98, 175, 175, 114, 98, 77, 134, 98, 106, 107, 62, 62, 134, 62, 134, 98]",105081,"[1.0, -1.0, 1.0, -2.0, -5.0, -2.0, -1.0, -3.0, 2.0, -5.0, -3.0, -4.0, -4.0, -5.0, -4.0, -4.0, -4.0, -4.0, -5.0, 1.0, -4.0, 7.0, -5.0, 2.0, -4.0]",-55.0,-2.2,3016,1668,-5.0,-4.0,-4.0,-1.0,7.0
13,1300,"[62, 134, 71, 113, 62, 105, 134, 76, 62, 175, 75, 61, 257, 65, 324, 437, 98, 134, 332, 288, 134, 71, 106, 175, 226, 324, 62, 62, 62, 62, 70, 62, 62, 62, 134, 98, 73, 98, 134, 98, 74, 185, 98, 98, 62, 134, 113, 175, 62, 114, 62, 62, 68, 134, 62, 134, 62, 65, 98, 62, 134, 62, 62, 50, 100, 134, 98, 62, 360, 114, 101, 263, 62, 62, 62, 62, 189, 77, 135, 62, 72, 109, 150, 62, 62, 143, 134, 47, 62, 112, 301, 188, 110, 134, 134, 99, 175, 62, 134, 98]",116884,"[3.0, 0.0, -4.0, -4.0, -4.0, -4.0, -3.0, -1.0, -5.0, 2.0, 0.0, -5.0, -4.0, -4.0, -3.0, -5.0, -5.0, -3.0, -1.0, -4.0, 4.0, -4.0, -3.0, -4.0, 4.0]",-57.0,-2.28,3175,1770,-5.0,-4.0,-4.0,-1.0,4.0
14,1400,"[103, 110, 104, 175, 288, 100, 62, 62, 340, 73, 211, 62, 106, 142, 62, 62, 114, 98, 62, 62, 62, 62, 101, 130, 98, 62, 324, 64, 98, 175, 178, 62, 62, 98, 175, 247, 74, 98, 62, 62, 62, 98, 62, 181, 63, 98, 147, 98, 72, 62, 62, 98, 62, 98, 67, 103, 142, 139, 139, 70, 139, 290, 98, 134, 62, 68, 62, 257, 98, 70, 222, 257, 62, 134, 77, 175, 62, 72, 183, 77, 254, 134, 104, 412, 62, 176, 62, 62, 141, 134, 134, 62, 134, 71, 62, 74, 68, 69, 114, 107]",128534,"[-2.0, -3.0, -3.0, -1.0, 9.0, -1.0, 5.0, -5.0, 2.0, 0.0, -3.0, 10.0, 0.0, 2.0, -4.0, 4.0, -2.0, -3.0, -5.0, -3.0, -4.0, -4.0, -3.0, -5.0, -3.0]",-22.0,-0.88,3330,1943,-5.0,-3.0,-3.0,0.0,10.0
15,1500,"[141, 77, 112, 98, 62, 111, 401, 360, 223, 65, 62, 147, 134, 65, 150, 74, 134, 64, 210, 134, 114, 222, 62, 64, 77, 74, 62, 134, 62, 72, 62, 175, 62, 62, 62, 62, 98, 72, 74, 62, 62, 134, 100, 73, 187, 62, 98, 68, 62, 62, 134, 62, 98, 68, 62, 71, 62, 62, 62, 150, 145, 62, 98, 107, 68, 69, 68, 134, 73, 62, 62, 213, 62, 62, 134, 98, 134, 114, 98, 71, 134, 62, 227, 62, 62, 211, 219, 98, 51, 106, 77, 223, 191, 72, 98, 104, 134, 72, 102, 62]",139132,"[-4.0, -4.0, -3.0, 4.0, -3.0, -4.0, -3.0, 12.0, -4.0, -2.0, -2.0, -4.0, -3.0, -2.0, -4.0, 9.0, -4.0, -3.0, -2.0, -3.0, -3.0, -4.0, -3.0, -1.0, -3.0]",-43.0,-1.72,3450,1604,-4.0,-4.0,-3.0,-2.0,12.0
16,1600,"[211, 77, 62, 211, 110, 104, 98, 65, 150, 105, 146, 98, 181, 98, 62, 331, 100, 62, 74, 73, 175, 102, 62, 77, 134, 251, 259, 66, 211, 134, 211, 98, 66, 62, 134, 112, 73, 62, 62, 175, 134, 247, 134, 176, 134, 147, 62, 72, 143, 62, 75, 98, 98, 249, 221, 62, 62, 62, 253, 62, 78, 62, 98, 51, 227, 76, 143, 98, 66, 62, 62, 175, 175, 114, 134, 109, 138, 179, 102, 166, 101, 159, 65, 62, 62, 106, 134, 183, 98, 111, 254, 76, 175, 288, 134, 134, 149, 211, 175, 109]",151730,"[-4.0, 6.0, -5.0, -3.0, -4.0, -5.0, 9.0, -5.0, 0.0, -4.0, -3.0, -4.0, 1.0, -4.0, -2.0, -4.0, -4.0, -3.0, -4.0, -5.0, -4.0, 3.0, -2.0, -4.0, -5.0]",-59.0,-2.36,3599,1851,-5.0,-4.0,-4.0,-2.0,9.0
17,1700,"[62, 175, 62, 114, 62, 62, 143, 65, 70, 98, 62, 62, 149, 62, 62, 108, 62, 74, 74, 62, 175, 68, 78, 98, 65, 98, 64, 62, 107, 78, 72, 69, 62, 98, 176, 160, 186, 362, 72, 77, 62, 134, 440, 71, 329, 62, 70, 74, 62, 62, 62, 62, 175, 98, 134, 361, 72, 98, 263, 558, 211, 62, 360, 62, 70, 134, 48, 98, 134, 288, 211, 62, 754, 54, 134, 360, 62, 175, 134, 218, 191, 247, 64, 220, 224, 146, 62, 134, 98, 98, 62, 71, 175, 247, 62, 319, 146, 65, 134, 62]",165354,"[-1.0, -4.0, 0.0, 5.0, -4.0, -1.0, -3.0, -1.0, 10.0, 0.0, -1.0, 5.0, -1.0, 7.0, 15.0, 14.0, 10.0, -3.0, -4.0, 16.0, 9.0, -1.0, -1.0, 5.0, -1.0]",70.0,2.8,3725,2027,-4.0,-1.0,-1.0,7.0,16.0
18,1800,"[113, 437, 263, 98, 62, 62, 89, 98, 699, 211, 98, 98, 211, 324, 62, 98, 134, 247, 77, 247, 214, 211, 247, 175, 332, 175, 98, 98, 98, 452, 226, 134, 70, 134, 98, 211, 62, 247, 360, 98, 62, 109, 98, 62, 254, 360, 98, 220, 98, 62, 175, 353, 1002, 247, 247, 62, 473, 98, 62, 144, 128, 211, 272, 98, 131, 550, 572, 211, 175, 473, 175, 339, 62, 211, 184, 473, 140, 109, 62, 108, 219, 62, 62, 100, 98, 62, 66, 62, 62, 62, 211, 134, 62, 134, 175, 211, 98, 98, 211, 62]",184043,"[-3.0, 4.0, -5.0, -4.0, -5.0, -2.0, -2.0, 0.0, -5.0, 7.0, -5.0, 7.0, 8.0, -5.0, 1.0, -4.0, -4.0, -3.0, -5.0, -5.0, -5.0, 1.0, -1.0, 3.0, -5.0]",-37.0,-1.48,3851,2806,-5.0,-5.0,-3.0,1.0,8.0
19,1900,"[98, 160, 62, 62, 189, 134, 184, 149, 134, 189, 92, 98, 288, 98, 437, 98, 98, 134, 62, 62, 62, 62, 62, 188, 514, 134, 247, 62, 106, 64, 324, 75, 366, 62, 211, 101, 62, 64, 134, 247, 62, 699, 134, 71, 405, 144, 141, 98, 211, 62, 217, 177, 248, 62, 134, 62, 62, 98, 98, 62, 144, 98, 98, 337, 62, 398, 65, 98, 100, 69, 75, 324, 278, 62, 288, 62, 134, 69, 98, 135, 98, 258, 134, 98, 113, 439, 62, 75, 71, 139, 143, 62, 211, 134, 141, 175, 514, 99, 100, 107]",199432,"[0.0, -4.0, -3.0, -3.0, 1.0, -4.0, 10.0, -4.0, 14.0, -4.0, 2.0, -4.0, 5.0, -3.0, 2.0, -3.0, -5.0, -4.0, -5.0, 8.0, -2.0, 0.0, -4.0, -5.0, 0.0]",-15.0,-0.6,3972,2263,-5.0,-4.0,-3.0,1.0,14.0
20,2000,"[247, 102, 62, 77, 180, 175, 47, 182, 62, 70, 98, 105, 71, 98, 124, 175, 247, 62, 62, 247, 62, 186, 134, 211, 70, 211, 50, 63, 134, 371, 70, 256, 482, 211, 68, 113, 62, 211, 48, 220, 98, 63, 71, 175, 222, 62, 298, 75, 101, 102, 211, 62, 111, 139, 360, 247, 143, 62, 211, 98, 98, 215, 62, 134, 70, 63, 62, 663, 247, 412, 49, 247, 134, 175, 72, 62, 175, 62, 62, 62, 175, 360, 55, 134, 275, 62, 66, 288, 134, 55, 62, 62, 62, 62, 92, 134, 62, 55, 238, 62]",213690,"[-3.0, 17.0, -4.0, -4.0, 0.0, -3.0, 13.0, -4.0, -4.0, -3.0, 9.0, 2.0, -3.0, -3.0, -3.0, -1.0, 1.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -2.0, 3.0]",-16.0,-0.64,4059,2099,-4.0,-4.0,-3.0,0.0,17.0
21,2100,"[98, 178, 211, 98, 78, 62, 62, 98, 62, 247, 62, 74, 62, 401, 473, 107, 93, 77, 62, 62, 552, 98, 111, 62, 62, 134, 175, 62, 49, 288, 63, 514, 485, 114, 98, 62, 98, 134, 134, 143, 247, 101, 100, 182, 98, 86, 62, 62, 247, 150, 105, 184, 136, 62, 67, 211, 324, 212, 56, 62, 175, 444, 300, 98, 98, 639, 223, 211, 98, 175, 150, 175, 175, 210, 134, 278, 288, 105, 98, 175, 134, 401, 360, 98, 74, 360, 360, 473, 442, 98, 211, 111, 360, 134, 173, 109, 98, 60, 98, 844]",231796,"[3.0, -5.0, 12.0, 2.0, 20.0, 4.0, 0.0, 17.0, 4.0, 9.0, 16.0, -1.0, 12.0, 13.0, 9.0, 9.0, 29.0, 2.0, 5.0, 11.0, -5.0, 6.0, 4.0, -4.0, 12.0]",184.0,7.36,4159,2724,-5.0,2.0,6.0,12.0,29.0
22,2200,"[134, 71, 98, 172, 211, 360, 260, 134, 134, 324, 586, 63, 62, 98, 413, 98, 247, 134, 48, 62, 62, 62, 98, 211, 294, 134, 175, 66, 134, 62, 98, 175, 62, 287, 324, 62, 247, 360, 360, 360, 226, 113, 98, 175, 62, 211, 134, 66, 62, 141, 663, 473, 62, 175, 148, 134, 96, 748, 437, 62, 134, 1232, 547, 227, 64, 144, 52, 181, 97, 72, 62, 70, 77, 288, 360, 76, 54, 62, 437, 98, 175, 550, 61, 98, 98, 369, 98, 550, 288, 134, 211, 472, 401, 49, 62, 134, 481, 247, 105, 247]",252588,"[15.0, -3.0, -3.0, 6.0, -1.0, 5.0, 1.0, 8.0, -1.0, 24.0, 7.0, -5.0, -3.0, 7.0, -4.0, 3.0, -1.0, -5.0, -3.0, -3.0, -4.0, 8.0, 5.0, 20.0, -5.0]",68.0,2.72,4277,3161,-5.0,-3.0,-1.0,7.0,24.0
23,2300,"[66, 98, 62, 226, 134, 175, 134, 62, 98, 324, 47, 247, 98, 302, 60, 134, 62, 222, 98, 247, 966, 98, 360, 401, 65, 222, 437, 324, 360, 288, 134, 437, 182, 98, 401, 66, 514, 437, 144, 62, 247, 324, 220, 473, 62, 106, 324, 98, 437, 134, 175, 134, 437, 247, 401, 360, 98, 98, 62, 98, 62, 98, 106, 726, 324, 218, 288, 180, 360, 134, 106, 98, 740, 134, 134, 520, 98, 211, 445, 98, 50, 175, 48, 360, 134, 62, 211, 514, 53, 98, 401, 247, 247, 211, 247, 288, 473, 44, 62, 288]",275308,"[-3.0, 3.0, -5.0, -2.0, 8.0, -3.0, -2.0, -3.0, -4.0, 2.0, 4.0, -5.0, -2.0, 13.0, 9.0, -3.0, 4.0, -4.0, -5.0, -5.0, -5.0, -1.0, -5.0, -5.0, -2.0]",-21.0,-0.84,4338,3461,-5.0,-5.0,-3.0,2.0,13.0
24,2400,"[447, 288, 98, 62, 134, 925, 62, 247, 134, 514, 134, 137, 98, 98, 240, 52, 134, 98, 288, 213, 134, 175, 277, 175, 142, 69, 134, 62, 134, 99, 288, 62, 340, 74, 134, 215, 98, 134, 69, 556, 98, 105, 393, 211, 69, 55, 241, 175, 776, 62, 98, 219, 101, 107, 98, 134, 62, 215, 98, 134, 211, 145, 324, 401, 288, 62, 64, 211, 110, 61, 247, 134, 211, 99, 102, 172, 248, 360, 98, 175, 302, 175, 98, 98, 110, 247, 514, 62, 324, 427, 288, 98, 98, 514, 98, 98, 134, 134, 100, 247]",294422,"[-3.0, -4.0, 4.0, -1.0, -3.0, 4.0, -3.0, -4.0, -1.0, 0.0, 0.0, -4.0, 0.0, -2.0, -4.0, -3.0, 57.0, -2.0, -4.0, -4.0, 7.0, -4.0, -2.0, -4.0, 2.0]",22.0,0.88,4406,2900,-4.0,-4.0,-2.0,0.0,57.0
25,2500,"[113, 134, 62, 134, 175, 112, 523, 98, 62, 211, 62, 62, 142, 211, 324, 134, 62, 98, 98, 247, 211, 62, 64, 163, 401, 100, 65, 134, 247, 334, 211, 62, 62, 134, 550, 62, 288, 71, 586, 288, 224, 98, 98, 247, 134, 247, 249, 443, 288, 134, 324, 211, 98, 324, 247, 699, 100, 98, 62, 413, 98, 98, 219, 295, 175, 147, 67, 367, 62, 148, 134, 76, 107, 71, 175, 211, 217, 134, 134, 254, 62, 325, 62, 98, 288, 324, 63, 247, 247, 62, 933, 288, 65, 216, 226, 98, 574, 175, 326, 586]",314773,"[2.0, 9.0, -2.0, 5.0, 9.0, -3.0, -4.0, -3.0, 12.0, 6.0, 5.0, 22.0, -4.0, 10.0, 9.0, 9.0, 8.0, 2.0, 6.0, 20.0, 18.0, 3.0, 8.0, 2.0, 14.0]",163.0,6.52,4442,3078,-4.0,2.0,6.0,9.0,22.0
26,2600,"[62, 98, 272, 699, 98, 627, 62, 247, 401, 65, 62, 134, 247, 62, 586, 401, 141, 437, 247, 437, 586, 70, 141, 219, 98, 211, 602, 475, 473, 288, 437, 175, 247, 98, 586, 324, 62, 288, 827, 134, 134, 211, 64, 98, 217, 134, 98, 71, 550, 112, 62, 62, 473, 71, 72, 66, 98, 62, 211, 288, 134, 98, 188, 64, 106, 134, 62, 71, 145, 324, 142, 183, 98, 211, 213, 247, 324, 140, 360, 73, 134, 247, 134, 134, 64, 215, 291, 211, 70, 143, 107, 437, 360, 140, 134, 62, 134, 247, 360, 74]",336668,"[-3.0, 4.0, -1.0, 7.0, 1.0, -3.0, 0.0, -4.0, -2.0, 11.0, 7.0, 4.0, 13.0, -3.0, 3.0, -4.0, 29.0, 8.0, 0.0, -2.0, -3.0, 9.0, -2.0, -1.0, 1.0]",69.0,2.76,4477,3312,-4.0,-2.0,0.0,7.0,29.0
27,2700,"[110, 71, 401, 106, 362, 103, 62, 187, 110, 68, 184, 141, 197, 175, 663, 98, 62, 360, 586, 98, 401, 699, 783, 163, 74, 150, 62, 62, 62, 183, 74, 292, 98, 295, 211, 360, 62, 247, 98, 62, 288, 324, 62, 437, 98, 134, 62, 62, 98, 134, 62, 409, 288, 62, 98, 134, 62, 98, 298, 175, 66, 73, 62, 72, 62, 324, 134, 98, 134, 62, 134, 62, 175, 65, 98, 72, 98, 247, 211, 62, 109, 62, 62, 134, 812, 98, 62, 175, 98, 190, 62, 246, 247, 62, 62, 149, 98, 134, 188, 175]",354171,"[0.0, 8.0, 1.0, -4.0, 20.0, 9.0, 4.0, -3.0, -1.0, -5.0, -5.0, -5.0, 4.0, 7.0, 4.0, -2.0, -2.0, -2.0, -1.0, -4.0, 0.0, -4.0, -2.0, 10.0, -1.0]",26.0,1.04,4507,2644,-5.0,-3.0,-1.0,4.0,20.0
28,2800,"[98, 291, 211, 212, 98, 74, 57, 103, 211, 69, 62, 105, 110, 98, 62, 141, 105, 62, 73, 175, 247, 149, 68, 211, 61, 147, 134, 62, 62, 134, 134, 288, 360, 224, 186, 134, 514, 179, 134, 98, 447, 134, 247, 64, 62, 62, 473, 102, 134, 261, 360, 62, 211, 136, 179, 66, 145, 62, 299, 211, 175, 211, 70, 62, 554, 188, 337, 78, 71, 299, 62, 360, 62, 62, 77, 66, 473, 247, 360, 76, 332, 135, 437, 255, 252, 63, 98, 98, 627, 330, 145, 360, 411, 62, 550, 74, 98, 62, 175, 62]",372347,"[9.0, -3.0, -3.0, 18.0, -2.0, 5.0, 7.0, -4.0, -1.0, 9.0, -2.0, -4.0, -3.0, 17.0, 12.0, 2.0, 13.0, 0.0, 0.0, 27.0, -3.0, 7.0, -2.0, -4.0, 13.0]",108.0,4.32,4546,2751,-4.0,-3.0,0.0,9.0,27.0
29,2900,"[175, 104, 70, 299, 72, 64, 71, 297, 70, 62, 74, 62, 134, 103, 360, 67, 254, 134, 104, 72, 324, 247, 175, 175, 134, 211, 218, 91, 70, 98, 211, 102, 253, 62, 324, 360, 98, 175, 401, 62, 220, 62, 247, 73, 211, 62, 175, 62, 134, 62, 211, 550, 360, 175, 360, 260, 370, 98, 966, 75, 134, 141, 623, 62, 360, 98, 105, 500, 401, 514, 185, 288, 150, 134, 401, 62, 211, 98, 148, 62, 367, 338, 62, 134, 68, 138, 324, 105, 437, 111, 98, 98, 180, 191, 98, 64, 257, 211, 324, 360]",392161,"[4.0, 6.0, -3.0, -1.0, -5.0, 2.0, 8.0, -3.0, -2.0, 0.0, -3.0, -5.0, 0.0, -5.0, -2.0, 0.0, 4.0, 20.0, -5.0, -4.0, -4.0, 18.0, -3.0, -2.0, 1.0]",16.0,0.64,4575,2908,-5.0,-3.0,-2.0,2.0,20.0
30,3000,"[71, 191, 216, 62, 175, 360, 162, 247, 62, 360, 295, 134, 62, 76, 134, 889, 211, 175, 247, 98, 98, 100, 175, 247, 62, 134, 62, 663, 501, 98, 247, 58, 134, 134, 288, 211, 62, 63, 175, 216, 211, 211, 144, 62, 134, 62, 64, 101, 175, 105, 62, 98, 65, 62, 102, 182, 175, 629, 101, 98, 179, 62, 211, 288, 62, 62, 211, 288, 211, 98, 136, 64, 251, 134, 401, 139, 64, 134, 134, 64, 288, 248, 177, 98, 98, 98, 176, 189, 249, 62, 65, 254, 247, 211, 62, 102, 98, 254, 62, 139]",409329,"[3.0, -4.0, -3.0, -4.0, 8.0, -4.0, -3.0, 1.0, 0.0, -2.0, 3.0, -4.0, -3.0, -4.0, -1.0, -3.0, 12.0, -3.0, -2.0, 4.0, 2.0, 3.0, -3.0, 14.0, -4.0]",3.0,0.12,4608,2558,-4.0,-3.0,-2.0,3.0,14.0
31,3100,"[99, 62, 62, 224, 177, 211, 67, 98, 68, 100, 62, 98, 60, 329, 98, 103, 216, 149, 98, 247, 247, 324, 966, 74, 134, 777, 62, 62, 134, 98, 212, 628, 101, 149, 211, 62, 62, 100, 473, 360, 247, 213, 98, 62, 65, 330, 143, 136, 65, 181, 62, 288, 288, 288, 72, 62, 299, 62, 77, 62, 62, 62, 627, 64, 62, 437, 441, 473, 140, 211, 69, 247, 134, 324, 63, 98, 211, 134, 138, 175, 175, 1038, 134, 211, 247, 190, 134, 175, 62, 98, 65, 247, 175, 62, 211, 175, 211, 98, 98, 71]",428342,"[-2.0, 10.0, 4.0, 0.0, 6.0, 7.0, 3.0, -1.0, -4.0, 4.0, 6.0, -4.0, 5.0, 4.0, 7.0, 1.0, 17.0, 9.0, -1.0, 27.0, 5.0, -4.0, -3.0, 0.0, 0.0]",96.0,3.84,4644,2875,-4.0,-1.0,4.0,6.0,27.0
32,3200,"[72, 332, 175, 98, 71, 98, 444, 140, 260, 218, 339, 288, 62, 212, 175, 62, 138, 247, 627, 134, 324, 211, 247, 473, 740, 216, 437, 134, 112, 98, 62, 62, 600, 514, 288, 134, 107, 98, 288, 247, 178, 134, 373, 211, 62, 291, 134, 175, 296, 62, 98, 247, 62, 175, 134, 247, 635, 98, 98, 288, 439, 221, 175, 110, 98, 252, 288, 112, 211, 288, 62, 220, 134, 98, 324, 146, 98, 175, 263, 360, 134, 66, 247, 417, 175, 211, 134, 261, 401, 663, 437, 62, 99, 247, 288, 68, 134, 180, 49, 134]",450405,"[2.0, 4.0, 6.0, -4.0, -3.0, 7.0, -5.0, 28.0, 2.0, 3.0, 24.0, 2.0, 8.0, -1.0, -4.0, 6.0, 38.0, 9.0, -2.0, -4.0, 1.0, 1.0, 1.0, 8.0, 0.0]",127.0,5.08,4678,3401,-5.0,-1.0,2.0,7.0,38.0
33,3300,"[211, 62, 175, 360, 62, 141, 134, 98, 98, 550, 237, 211, 473, 247, 175, 175, 134, 211, 65, 102, 134, 134, 211, 211, 215, 98, 211, 175, 134, 134, 98, 550, 62, 134, 69, 98, 78, 175, 288, 67, 175, 101, 295, 185, 62, 247, 550, 98, 51, 868, 69, 191, 62, 78, 183, 288, 109, 134, 98, 114, 211, 175, 401, 183, 98, 134, 134, 303, 175, 591, 98, 185, 254, 334, 134, 98, 62, 69, 68, 110, 217, 76, 177, 105, 326, 98, 288, 288, 324, 288, 247, 211, 219, 62, 62, 62, 98, 190, 134, 175]",469024,"[-1.0, 7.0, -2.0, 5.0, 0.0, 6.0, 52.0, 0.0, 6.0, 25.0, -4.0, 5.0, -4.0, 7.0, 10.0, -3.0, 0.0, 2.0, -3.0, -4.0, 7.0, -1.0, 1.0, -4.0, 11.0]",118.0,4.72,4697,2798,-4.0,-2.0,1.0,7.0,52.0
