,trainingsizes,frames,masterframes,results,result_sums,mean,qvalues,times,mini,result_q1,result_q2,result_q3,maxi
20,2000,"[134, 108, 62, 98, 215, 67, 98, 98, 98, 62, 62, 360, 78, 191, 98, 62, 76, 102, 62, 78, 98, 98, 175, 134, 106, 98, 136, 180, 175, 98, 62, 63, 134, 62, 150, 98, 98, 68, 62, 134, 97, 62, 550, 63, 62, 73, 74, 98, 62, 98, 62, 98, 98, 98, 71, 69, 98, 168, 211, 62, 62, 360, 62, 62, 68, 211, 62, 140, 62, 62, 73, 114, 63, 175, 98, 134, 62, 98, 175, 211, 98, 73, 62, 134, 134, 62, 62, 62, 62, 62, 150, 62, 74, 62, 77, 62, 134, 62, 239, 60]",195922,"[-5.0, -2.0, -3.0, -4.0, -4.0, -3.0, 3.0, 2.0, -1.0, -1.0, -4.0, 0.0, 0.0, -4.0, -2.0, -5.0, 1.0, -3.0, -4.0, -4.0, 4.0, 0.0, 0.0, -4.0, -5.0]",-48.0,-1.92,3865,1614,-5.0,-4.0,-3.0,0.0,4.0
21,2100,"[134, 586, 98, 173, 211, 75, 62, 62, 62, 62, 74, 62, 103, 175, 62, 134, 150, 176, 63, 62, 211, 91, 175, 65, 62, 213, 98, 175, 98, 62, 62, 96, 62, 73, 134, 147, 134, 172, 104, 76, 98, 100, 191, 62, 104, 218, 62, 288, 288, 135, 247, 62, 71, 98, 437, 67, 73, 134, 113, 224, 98, 62, 247, 62, 134, 175, 69, 98, 175, 98, 134, 62, 211, 324, 62, 288, 296, 175, 134, 98, 134, 98, 98, 211, 360, 211, 62, 360, 134, 68, 172, 62, 247, 62, 98, 62, 108, 98, 106, 211]",209854,"[-5.0, -4.0, -3.0, -2.0, 2.0, -5.0, -1.0, -1.0, -1.0, 6.0, -4.0, -5.0, -4.0, -3.0, -5.0, 15.0, 0.0, 0.0, 9.0, -1.0, -4.0, -5.0, -2.0, -5.0, 13.0]",-15.0,-0.6,3945,2107,-5.0,-4.0,-2.0,0.0,15.0
22,2200,"[98, 134, 62, 191, 175, 211, 134, 98, 98, 138, 139, 62, 98, 134, 62, 175, 524, 102, 304, 169, 211, 175, 170, 211, 176, 134, 98, 160, 134, 68, 98, 62, 134, 62, 62, 134, 98, 211, 288, 62, 98, 175, 473, 98, 71, 437, 247, 134, 247, 175, 143, 62, 62, 62, 324, 105, 175, 168, 134, 62, 50, 134, 62, 134, 211, 288, 62, 134, 134, 134, 98, 211, 62, 175, 247, 62, 64, 134, 62, 98, 62, 247, 98, 473, 62, 98, 66, 288, 324, 134, 175, 62, 64, 98, 324, 62, 175, 524, 324, 329]",225707,"[0.0, 10.0, -3.0, 18.0, -3.0, 0.0, -2.0, 3.0, 6.0, 2.0, -4.0, 1.0, 0.0, -3.0, 1.0, -2.0, 5.0, -4.0, 8.0, -4.0, 4.0, -3.0, -1.0, 12.0, -4.0]",37.0,1.48,4042,2401,-4.0,-3.0,0.0,4.0,18.0
23,2300,"[98, 62, 405, 98, 62, 134, 134, 98, 360, 134, 62, 98, 66, 304, 98, 216, 98, 149, 247, 134, 175, 175, 134, 98, 149, 185, 175, 360, 437, 288, 288, 62, 71, 247, 740, 247, 62, 98, 288, 62, 211, 324, 98, 134, 148, 62, 98, 473, 247, 62, 98, 62, 175, 50, 108, 134, 211, 288, 62, 360, 324, 62, 303, 62, 247, 134, 62, 62, 98, 98, 114, 324, 175, 98, 77, 288, 135, 98, 134, 98, 111, 62, 288, 514, 134, 216, 134, 62, 259, 211, 134, 247, 288, 100, 98, 134, 62, 62, 360, 134]",243113,"[-1.0, -4.0, -2.0, -2.0, -3.0, -4.0, -4.0, -1.0, -2.0, 0.0, -3.0, 3.0, -3.0, 5.0, 4.0, -2.0, -3.0, -4.0, 7.0, -2.0, -1.0, 3.0, 13.0, 0.0, -4.0]",-10.0,-0.4,4088,2631,-4.0,-3.0,-2.0,0.0,13.0
24,2400,"[175, 211, 134, 98, 211, 62, 550, 134, 627, 62, 137, 288, 98, 159, 76, 101, 335, 98, 98, 473, 137, 134, 212, 247, 437, 175, 62, 171, 134, 50, 134, 324, 401, 303, 134, 62, 70, 247, 62, 134, 227, 62, 134, 65, 473, 62, 303, 98, 62, 62, 62, 103, 211, 288, 339, 247, 175, 98, 473, 62, 98, 247, 350, 134, 98, 62, 62, 62, 98, 98, 227, 98, 98, 98, 136, 225, 189, 70, 98, 473, 401, 247, 514, 247, 324, 134, 98, 134, 98, 98, 62, 182, 64, 550, 134, 134, 175, 62, 277, 62]",261494,"[0.0, 2.0, -4.0, -4.0, -2.0, 3.0, -1.0, -1.0, 7.0, 3.0, -5.0, -2.0, 7.0, 1.0, -3.0, 1.0, -5.0, 0.0, 2.0, -5.0, -3.0, -3.0, 20.0, 1.0, -3.0]",6.0,0.24,4133,2801,-5.0,-3.0,-1.0,2.0,20.0
25,2500,"[134, 98, 62, 98, 288, 76, 288, 437, 62, 401, 62, 62, 107, 98, 288, 62, 247, 175, 247, 175, 98, 62, 62, 247, 46, 134, 98, 360, 98, 188, 175, 98, 488, 550, 148, 401, 252, 324, 134, 211, 98, 290, 137, 62, 134, 63, 62, 247, 324, 211, 62, 134, 211, 175, 167, 98, 62, 215, 175, 324, 134, 437, 62, 175, 175, 141, 518, 98, 98, 134, 247, 62, 62, 247, 62, 98, 73, 148, 62, 247, 62, 62, 134, 62, 324, 288, 110, 67, 62, 145, 99, 437, 98, 62, 175, 98, 61, 134, 324, 401]",278871,"[-4.0, 3.0, -5.0, 1.0, -2.0, 0.0, 3.0, -5.0, 16.0, 15.0, 3.0, 1.0, -4.0, 1.0, -2.0, 13.0, -4.0, -5.0, -3.0, -4.0, -5.0, -5.0, 11.0, 22.0, -3.0]",38.0,1.52,4178,2637,-5.0,-4.0,-2.0,3.0,22.0
26,2600,"[74, 247, 141, 135, 134, 134, 98, 401, 62, 135, 62, 98, 62, 175, 61, 295, 98, 98, 211, 247, 134, 68, 134, 324, 98, 176, 62, 211, 64, 369, 98, 62, 247, 98, 98, 66, 211, 62, 134, 176, 62, 98, 99, 62, 98, 211, 211, 62, 98, 367, 103, 134, 288, 211, 324, 134, 211, 136, 75, 134, 288, 62, 134, 217, 134, 175, 98, 219, 64, 76, 211, 211, 211, 227, 98, 247, 71, 211, 175, 211, 66, 324, 211, 98, 247, 62, 62, 62, 401, 581, 62, 256, 175, 211, 62, 62, 73, 62, 247, 62]",294575,"[-5.0, 0.0, 0.0, -5.0, -4.0, -5.0, 48.0, 122.0, -5.0, 5.0, -1.0, -2.0, 2.0, 18.0, 0.0, 19.0, 0.0, 3.0, 23.0, -1.0, 3.0, 8.0, 1.0, 33.0, 10.0]",267.0,10.68,4221,2383,-5.0,-1.0,1.0,10.0,122.0
27,2700,"[98, 98, 62, 360, 62, 360, 247, 62, 401, 175, 247, 437, 247, 175, 288, 62, 386, 175, 62, 66, 211, 130, 324, 338, 301, 98, 254, 360, 134, 63, 98, 134, 64, 102, 134, 252, 146, 360, 257, 211, 62, 247, 62, 211, 853, 62, 360, 62, 62, 62, 663, 288, 175, 98, 114, 360, 262, 175, 134, 941, 175, 62, 134, 523, 78, 98, 134, 263, 211, 98, 225, 105, 69, 104, 437, 98, 66, 70, 114, 134, 62, 98, 134, 211, 62, 134, 227, 586, 175, 143, 62, 134, 62, 62, 65, 70, 437, 324, 62, 374]",314551,"[23.0, -5.0, -1.0, -4.0, 5.0, 2.0, -5.0, -5.0, 12.0, 15.0, 6.0, -5.0, 0.0, 0.0, -5.0, 3.0, -4.0, -3.0, -2.0, 0.0, -1.0, -4.0, -5.0, 8.0, -4.0]",21.0,0.84,4269,3051,-5.0,-4.0,-1.0,3.0,23.0
28,2800,"[110, 136, 150, 175, 586, 247, 627, 98, 211, 288, 98, 107, 98, 326, 99, 550, 62, 211, 62, 179, 288, 98, 134, 175, 211, 175, 98, 134, 98, 134, 134, 157, 62, 134, 62, 134, 68, 247, 401, 134, 62, 62, 66, 98, 62, 439, 257, 69, 415, 247, 175, 135, 98, 62, 62, 62, 405, 211, 74, 62, 473, 98, 113, 600, 62, 98, 134, 177, 98, 62, 98, 304, 134, 134, 147, 288, 134, 98, 134, 134, 415, 324, 324, 290, 699, 292, 141, 247, 62, 211, 102, 360, 134, 98, 52, 295, 247, 437, 288, 247]",333957,"[-2.0, -4.0, -2.0, -2.0, 1.0, 9.0, -1.0, 0.0, 0.0, 9.0, 7.0, -4.0, 8.0, 9.0, -4.0, 1.0, 12.0, 27.0, -4.0, -2.0, 10.0, 4.0, 29.0, 9.0, 1.0]",111.0,4.44,4299,2956,-4.0,-2.0,1.0,9.0,29.0
29,2900,"[401, 101, 134, 175, 62, 288, 62, 134, 437, 98, 134, 62, 586, 98, 104, 62, 98, 211, 98, 62, 227, 62, 63, 100, 98, 98, 241, 62, 699, 98, 62, 134, 223, 98, 70, 98, 138, 134, 98, 514, 98, 134, 324, 134, 134, 62, 247, 226, 64, 62, 62, 247, 99, 113, 65, 71, 62, 98, 134, 134, 335, 175, 224, 278, 111, 297, 76, 134, 98, 175, 288, 175, 201, 62, 106, 134, 134, 110, 293, 442, 98, 134, 112, 144, 62, 211, 62, 62, 175, 62, 301, 114, 62, 514, 62, 134, 247, 149, 740, 134]",350678,"[-4.0, 7.0, -4.0, -4.0, 5.0, -5.0, -1.0, 3.0, -5.0, -4.0, 2.0, -4.0, -3.0, -4.0, 23.0, -5.0, -4.0, 14.0, 2.0, -3.0, 29.0, -5.0, 0.0, -4.0, -5.0]",21.0,0.84,4340,2546,-5.0,-4.0,-4.0,2.0,29.0
30,3000,"[401, 62, 62, 360, 98, 178, 98, 586, 262, 247, 74, 134, 141, 62, 247, 62, 247, 98, 98, 1002, 62, 175, 62, 211, 175, 98, 437, 360, 78, 211, 134, 530, 62, 98, 211, 360, 146, 150, 98, 134, 175, 62, 324, 324, 62, 98, 98, 288, 63, 247, 324, 98, 360, 62, 134, 175, 247, 211, 324, 324, 98, 175, 360, 104, 586, 340, 211, 247, 663, 62, 215, 368, 139, 48, 134, 291, 288, 211, 134, 98, 98, 62, 98, 62, 247, 211, 98, 98, 175, 247, 324, 66, 148, 62, 134, 98, 99, 62, 134, 62]",370346,"[6.0, -4.0, -1.0, 14.0, -2.0, 6.0, -3.0, -1.0, 3.0, -1.0, -1.0, 3.0, 0.0, 2.0, 0.0, -3.0, -4.0, 2.0, -3.0, -4.0, 20.0, 36.0, 17.0, 18.0, -3.0]",97.0,3.88,4370,3003,-4.0,-3.0,0.0,6.0,36.0
31,3100,"[247, 550, 360, 247, 473, 272, 324, 134, 925, 53, 586, 437, 134, 247, 226, 78, 586, 134, 369, 134, 98, 211, 361, 175, 288, 247, 437, 406, 62, 311, 247, 180, 596, 134, 247, 288, 247, 437, 437, 62, 296, 217, 98, 70, 98, 98, 134, 72, 179, 69, 98, 134, 62, 254, 175, 324, 62, 211, 550, 400, 288, 98, 272, 324, 98, 62, 98, 211, 247, 107, 98, 211, 550, 62, 62, 134, 288, 62, 247, 211, 62, 62, 288, 360, 175, 134, 134, 68, 175, 360, 98, 64, 134, 62, 66, 247, 288, 175, 211, 98]",392925,"[0.0, -4.0, -3.0, 2.0, -4.0, 21.0, -1.0, 26.0, -3.0, -3.0, -2.0, 13.0, 0.0, 37.0, -1.0, 4.0, -4.0, -4.0, 22.0, 24.0, 28.0, 4.0, -3.0, 29.0, 4.0]",182.0,7.28,4421,3481,-4.0,-3.0,0.0,21.0,37.0
32,3200,"[360, 98, 288, 77, 181, 437, 52, 175, 263, 175, 360, 211, 134, 76, 360, 437, 360, 134, 134, 175, 134, 288, 324, 211, 62, 157, 62, 96, 63, 62, 78, 69, 360, 98, 134, 98, 324, 360, 146, 62, 62, 211, 401, 62, 247, 98, 590, 98, 98, 134, 211, 62, 134, 473, 137, 586, 211, 247, 62, 175, 98, 211, 175, 211, 211, 76, 324, 297, 437, 104, 62, 324, 360, 247, 98, 159, 62, 62, 98, 211, 62, 98, 247, 288, 62, 247, 98, 68, 438, 98, 401, 275, 99, 62, 247, 78, 247, 389, 360, 98]",412688,"[2.0, -5.0, -3.0, 2.0, -3.0, 8.0, 8.0, 9.0, -5.0, 7.0, 1.0, 19.0, -3.0, -4.0, -3.0, -5.0, 0.0, -5.0, -3.0, -2.0, 10.0, 11.0, -5.0, 9.0, -1.0]",39.0,1.56,4462,3030,-5.0,-3.0,-1.0,8.0,19.0
33,3300,"[211, 134, 98, 47, 437, 375, 86, 109, 217, 134, 211, 134, 98, 62, 785, 62, 175, 62, 175, 89, 186, 62, 439, 514, 98, 142, 134, 98, 72, 60, 212, 98, 175, 62, 143, 247, 247, 324, 134, 179, 62, 211, 69, 288, 135, 61, 445, 407, 360, 253, 62, 98, 514, 401, 76, 98, 175, 550, 98, 98, 62, 108, 98, 437, 160, 98, 175, 146, 324, 62, 134, 247, 101, 62, 68, 142, 98, 211, 62, 375, 175, 106, 134, 853, 98, 401, 62, 66, 217, 211, 205, 67, 699, 302, 62, 111, 210, 288, 134, 75]",432122,"[-5.0, 7.0, -5.0, -5.0, 27.0, -5.0, 14.0, 17.0, 3.0, -4.0, 3.0, 8.0, 7.0, -2.0, -5.0, -5.0, -5.0, 0.0, 6.0, 16.0, -4.0, -5.0, -3.0, 11.0, 6.0]",72.0,2.88,4483,2996,-5.0,-5.0,0.0,7.0,27.0
34,3400,"[175, 473, 175, 98, 159, 63, 98, 372, 98, 134, 247, 247, 113, 175, 776, 901, 324, 98, 98, 514, 134, 98, 360, 62, 134, 134, 98, 288, 102, 925, 62, 370, 437, 211, 473, 637, 140, 71, 220, 100, 134, 98, 144, 186, 98, 62, 62, 134, 175, 68, 62, 69, 260, 134, 68, 106, 219, 89, 70, 62, 100, 108, 67, 46, 98, 247, 360, 74, 134, 50, 324, 412, 175, 247, 62, 76, 98, 72, 299, 98, 247, 486, 473, 449, 175, 134, 401, 62, 134, 70, 175, 62, 62, 175, 175, 288, 62, 360, 62, 175]",452190,"[3.0, 32.0, 25.0, -4.0, -4.0, 5.0, 5.0, 52.0, 8.0, 1.0, 58.0, -3.0, 13.0, 30.0, -2.0, 8.0, 5.0, -3.0, -3.0, 53.0, 17.0, 19.0, 68.0, 0.0, 4.0]",387.0,15.48,4516,3054,-4.0,0.0,5.0,25.0,68.0
35,3500,"[401, 98, 134, 812, 247, 776, 360, 98, 247, 98, 143, 401, 68, 98, 360, 114, 134, 1151, 211, 299, 175, 98, 175, 407, 247, 247, 175, 812, 62, 175, 524, 293, 75, 211, 211, 812, 62, 324, 95, 98, 73, 98, 262, 182, 72, 288, 78, 227, 98, 182, 360, 449, 175, 141, 73, 183, 211, 142, 247, 336, 175, 62, 62, 62, 140, 134, 134, 98, 401, 62, 98, 104, 68, 134, 261, 71, 446, 253, 62, 59, 62, 108, 333, 98, 98, 62, 186, 530, 74, 302, 175, 217, 627, 324, 175, 550, 288, 247, 67, 98]",475102,"[0.0, -3.0, 47.0, 25.0, 11.0, 13.0, 10.0, 14.0, 35.0, 14.0, 19.0, 21.0, 14.0, 14.0, 3.0, -2.0, 1.0, -3.0, 4.0, 4.0, -4.0, -1.0, -3.0, 4.0, 9.0]",246.0,9.84,4531,3487,-4.0,0.0,9.0,14.0,47.0
36,3600,"[401, 62, 175, 150, 550, 62, 78, 1002, 78, 437, 256, 78, 324, 134, 369, 105, 98, 65, 134, 185, 134, 142, 211, 550, 98, 211, 274, 401, 185, 514, 62, 437, 78, 73, 134, 98, 69, 99, 247, 211, 137, 134, 288, 249, 70, 339, 519, 164, 62, 954, 134, 254, 452, 67, 98, 134, 324, 134, 425, 91, 175, 98, 70, 48, 324, 663, 62, 175, 333, 98, 179, 98, 98, 51, 288, 62, 62, 437, 853, 214, 98, 62, 211, 401, 175, 247, 273, 98, 98, 324, 70, 98, 62, 409, 98, 401, 98, 98, 98, 76]",496985,"[-3.0, -1.0, -3.0, -1.0, 21.0, 1.0, 1.0, -3.0, 3.0, -1.0, 11.0, 9.0, -3.0, 1.0, 2.0, -2.0, -2.0, 7.0, 1.0, -3.0, 22.0, 14.0, -4.0, 17.0, 12.0]",96.0,3.84,4556,3310,-4.0,-2.0,1.0,9.0,22.0
37,3700,"[134, 200, 136, 175, 247, 62, 90, 175, 211, 211, 473, 149, 288, 134, 391, 68, 98, 69, 324, 134, 62, 324, 98, 247, 98, 175, 134, 98, 62, 514, 211, 69, 211, 98, 211, 175, 212, 211, 211, 452, 473, 248, 62, 247, 288, 565, 211, 288, 98, 98, 50, 175, 98, 134, 98, 71, 66, 225, 715, 586, 136, 98, 367, 113, 62, 550, 108, 98, 134, 98, 162, 134, 98, 134, 139, 401, 62, 401, 98, 556, 367, 98, 175, 98, 256, 98, 140, 586, 77, 175, 175, 98, 223, 169, 325, 98, 132, 107, 627, 211]",517607,"[4.0, 21.0, -2.0, -3.0, 5.0, 11.0, -4.0, 25.0, 3.0, 70.0, -1.0, 28.0, 120.0, 25.0, -4.0, -3.0, -1.0, 21.0, 3.0, -3.0, 10.0, -3.0, 6.0, 11.0, -4.0]",335.0,13.4,4575,3086,-4.0,-3.0,4.0,21.0,120.0
38,3800,"[98, 473, 437, 70, 324, 699, 324, 180, 134, 247, 71, 98, 324, 98, 62, 98, 141, 98, 98, 211, 401, 71, 73, 105, 78, 324, 175, 247, 360, 102, 473, 360, 134, 66, 437, 98, 258, 134, 288, 98, 514, 175, 211, 98, 324, 211, 521, 304, 401, 324, 62, 514, 437, 175, 175, 112, 288, 288, 134, 175, 211, 247, 635, 175, 217, 339, 98, 360, 360, 104, 627, 288, 134, 219, 211, 853, 369, 143, 437, 62, 142, 134, 109, 65, 263, 134, 586, 223, 134, 216, 223, 288, 247, 247, 62, 134, 182, 324, 73, 68]",541560,"[20.0, 40.0, 68.0, 6.0, 2.0, 14.0, 25.0, 2.0, -3.0, 21.0, 0.0, -1.0, 15.0, 16.0, 28.0, 7.0, 16.0, -4.0, 3.0, 24.0, 31.0, 24.0, 9.0, -2.0, 21.0]",382.0,15.28,4604,3628,-4.0,2.0,15.0,24.0,68.0
39,3900,"[324, 76, 98, 177, 247, 183, 560, 365, 175, 111, 69, 247, 473, 485, 65, 437, 183, 175, 288, 473, 247, 64, 62, 211, 925, 699, 324, 440, 63, 223, 98, 48, 145, 98, 449, 437, 211, 64, 67, 98, 288, 134, 71, 141, 550, 437, 98, 134, 72, 941, 134, 109, 75, 258, 175, 247, 98, 134, 360, 62, 598, 514, 98, 98, 110, 360, 175, 63, 141, 175, 437, 64, 211, 374, 98, 134, 134, 62, 75, 134, 401, 141, 144, 401, 211, 98, 148, 62, 247, 110, 288, 175, 120, 70, 134, 134, 175, 98, 134, 98]",563706,"[-2.0, 3.0, 18.0, 21.0, -2.0, 18.0, 8.0, -2.0, 7.0, 2.0, 15.0, 2.0, 6.0, -2.0, 7.0, -3.0, -2.0, -1.0, 0.0, 8.0, 1.0, 22.0, 2.0, 1.0, 0.0]",127.0,5.08,4621,3395,-3.0,-1.0,2.0,8.0,22.0
40,4000,"[62, 62, 75, 503, 146, 324, 175, 289, 111, 106, 276, 98, 288, 485, 437, 134, 98, 144, 447, 98, 180, 360, 175, 62, 288, 62, 78, 175, 538, 98, 211, 411, 62, 69, 134, 98, 62, 222, 149, 62, 62, 98, 362, 71, 247, 143, 62, 98, 437, 98, 175, 214, 360, 699, 473, 175, 76, 211, 77, 816, 247, 62, 247, 247, 78, 674, 663, 149, 61, 98, 73, 740, 163, 410, 134, 98, 401, 211, 98, 211, 1674, 98, 64, 401, 98, 98, 699, 247, 175, 134, 1307, 247, 812, 98, 140, 62, 889, 705, 294, 134]",589955,"[22.0, -3.0, 13.0, 7.0, 1.0, 6.0, 13.0, -1.0, -1.0, 5.0, -1.0, 5.0, 12.0, 16.0, 7.0, 1.0, -3.0, 14.0, 2.0, -2.0, 14.0, 4.0, 10.0, 8.0, 7.0]",156.0,6.24,4644,4010,-3.0,1.0,6.0,12.0,22.0
41,4100,"[360, 247, 175, 106, 360, 226, 111, 360, 128, 282, 62, 247, 175, 104, 98, 130, 437, 401, 247, 776, 70, 214, 134, 66, 1269, 69, 110, 62, 175, 78, 1038, 98, 98, 301, 98, 473, 134, 215, 331, 401, 98, 211, 134, 162, 134, 360, 105, 148, 98, 98, 288, 100, 586, 165, 63, 360, 76, 134, 514, 134, 148, 134, 247, 211, 473, 62, 134, 214, 189, 311, 401, 98, 98, 550, 235, 288, 211, 134, 98, 67, 65, 98, 271, 112, 62, 437, 134, 175, 211, 108, 98, 49, 148, 98, 98, 360, 69, 175, 70, 324]",611854,"[-3.0, 13.0, 2.0, 0.0, 20.0, 1.0, 23.0, 20.0, 9.0, 12.0, 4.0, 8.0, 0.0, 5.0, 20.0, 51.0, -3.0, 0.0, 22.0, -3.0, 31.0, -2.0, 4.0, 23.0, 5.0]",262.0,10.48,4672,3343,-3.0,0.0,5.0,20.0,51.0
42,4200,"[247, 211, 105, 175, 218, 175, 113, 107, 49, 107, 205, 175, 185, 62, 175, 134, 98, 64, 99, 98, 65, 89, 401, 98, 324, 182, 62, 281, 221, 62, 102, 211, 175, 247, 98, 72, 360, 403, 435, 65, 586, 211, 437, 98, 74, 437, 211, 134, 98, 324, 670, 98, 72, 247, 262, 401, 175, 175, 175, 62, 98, 360, 360, 145, 324, 324, 324, 67, 360, 134, 1002, 175, 62, 71, 288, 134, 98, 134, 98, 103, 98, 134, 98, 175, 323, 134, 663, 63, 175, 185, 587, 139, 211, 710, 98, 324, 299, 550, 360, 627]",634170,"[17.0, 3.0, 3.0, 3.0, 2.0, 9.0, 32.0, 5.0, 10.0, 0.0, -4.0, 25.0, 5.0, -3.0, 4.0, -1.0, -3.0, 21.0, -1.0, 16.0, 19.0, -3.0, 12.0, 2.0, -3.0]",170.0,6.8,4680,3372,-4.0,-1.0,3.0,12.0,32.0
43,4300,"[288, 211, 514, 134, 134, 62, 148, 134, 360, 223, 98, 663, 260, 295, 595, 256, 215, 812, 294, 258, 297, 107, 98, 142, 375, 514, 211, 104, 247, 178, 62, 134, 175, 247, 134, 134, 175, 98, 220, 98, 401, 288, 143, 134, 98, 360, 401, 247, 586, 372, 627, 247, 675, 289, 175, 663, 247, 134, 288, 502, 889, 98, 98, 211, 145, 247, 550, 69, 98, 64, 62, 165, 106, 73, 62, 186, 247, 66, 586, 586, 586, 66, 211, 62, 966, 211, 663, 212, 211, 98, 98, 360, 299, 514, 863, 62, 439, 211, 74, 247]",661812,"[2.0, 15.0, -1.0, 50.0, 10.0, 12.0, 5.0, 9.0, -2.0, 9.0, -3.0, 8.0, 6.0, 3.0, 25.0, -4.0, -2.0, 36.0, 4.0, 6.0, 26.0, -4.0, 11.0, 10.0, -1.0]",230.0,9.2,4702,4157,-4.0,-1.0,6.0,11.0,50.0
44,4400,"[670, 98, 134, 71, 401, 288, 812, 473, 62, 212, 62, 98, 72, 99, 98, 98, 98, 740, 134, 139, 98, 176, 102, 175, 104, 401, 211, 251, 401, 50, 62, 288, 175, 360, 175, 211, 824, 437, 98, 86, 135, 550, 68, 554, 929, 98, 699, 134, 113, 135, 175, 409, 550, 64, 143, 710, 586, 146, 175, 325, 185, 288, 50, 447, 68, 62, 514, 98, 65, 175, 134, 62, 514, 740, 74, 134, 175, 514, 66, 336, 62, 627, 102, 74, 555, 324, 191, 360, 89, 98, 288, 211, 122, 520, 139, 62, 134, 134, 175, 218]",687240,"[32.0, 0.0, -4.0, 2.0, 6.0, -2.0, 3.0, 52.0, 9.0, 16.0, -3.0, 6.0, -1.0, 14.0, 4.0, 0.0, 3.0, 21.0, -2.0, 13.0, -3.0, 2.0, -3.0, -3.0, 5.0]",167.0,6.68,4713,3859,-4.0,-2.0,3.0,9.0,52.0
45,4500,"[211, 360, 514, 98, 62, 360, 134, 187, 62, 98, 413, 134, 137, 175, 554, 184, 134, 134, 142, 183, 211, 134, 360, 141, 71, 148, 776, 247, 324, 224, 98, 247, 98, 483, 211, 134, 175, 63, 247, 473, 72, 62, 247, 360, 219, 70, 252, 72, 220, 324, 401, 134, 175, 98, 441, 370, 62, 175, 211, 586, 360, 360, 175, 334, 211, 324, 211, 105, 98, 175, 128, 63, 134, 360, 331, 134, 112, 166, 147, 1207, 49, 175, 65, 98, 550, 812, 450, 437, 188, 331, 103, 175, 134, 144, 73, 64, 98, 68, 324, 324]",710729,"[-4.0, -4.0, 23.0, -4.0, -1.0, -3.0, 4.0, 6.0, 20.0, 17.0, 15.0, 29.0, 26.0, 5.0, 3.0, -2.0, 21.0, 2.0, -4.0, 2.0, -1.0, 35.0, -4.0, 18.0, 5.0]",204.0,8.16,4724,3590,-4.0,-2.0,4.0,18.0,35.0
46,4600,"[776, 62, 586, 247, 63, 247, 242, 106, 333, 288, 324, 175, 627, 628, 776, 110, 1038, 62, 211, 669, 550, 175, 292, 514, 247, 860, 102, 249, 98, 211, 1002, 288, 437, 63, 62, 175, 473, 134, 46, 98, 98, 473, 175, 663, 134, 175, 247, 297, 211, 247, 473, 98, 175, 401, 134, 414, 247, 401, 473, 111, 134, 332, 150, 401, 360, 134, 98, 627, 360, 76, 134, 175, 186, 98, 360, 73, 337, 75, 98, 445, 77, 134, 320, 66, 72, 211, 262, 776, 219, 514, 98, 222, 64, 175, 134, 324, 211, 247, 247, 221]",739269,"[61.0, 23.0, 27.0, 0.0, 31.0, 17.0, -2.0, -3.0, 5.0, -2.0, 6.0, 8.0, 3.0, 4.0, 18.0, 3.0, 17.0, -1.0, 32.0, 1.0, 10.0, 4.0, 45.0, 6.0, -4.0]",309.0,12.36,4754,4308,-4.0,1.0,6.0,18.0,61.0
47,4700,"[186, 67, 205, 357, 1115, 175, 175, 776, 288, 77, 175, 134, 62, 401, 98, 98, 213, 324, 98, 71, 134, 137, 98, 333, 175, 62, 62, 175, 98, 98, 175, 98, 678, 62, 63, 473, 63, 473, 73, 66, 324, 514, 1454, 101, 175, 211, 98, 324, 71, 62, 247, 288, 514, 247, 472, 175, 188, 288, 147, 134, 260, 288, 98, 506, 189, 288, 324, 148, 1115, 301, 62, 812, 401, 375, 288, 98, 288, 52, 473, 65, 134, 101, 401, 62, 288, 139, 211, 324, 211, 134, 66, 473, 247, 1038, 211, 247, 254, 401, 75, 62]",765504,"[-2.0, 6.0, 0.0, 0.0, 9.0, 10.0, 9.0, 0.0, 6.0, 18.0, 33.0, 48.0, 5.0, 5.0, 4.0, 30.0, -3.0, 21.0, 0.0, 8.0, 5.0, 4.0, 4.0, 14.0, 9.0]",243.0,9.72,4771,3990,-3.0,4.0,6.0,10.0,48.0
48,4800,"[77, 134, 288, 452, 104, 147, 62, 98, 360, 437, 98, 211, 131, 473, 175, 181, 175, 175, 369, 324, 586, 175, 175, 740, 134, 211, 258, 247, 401, 282, 78, 1079, 146, 1079, 139, 288, 134, 183, 411, 98, 324, 247, 134, 433, 98, 179, 187, 820, 360, 246, 98, 324, 254, 433, 296, 966, 437, 551, 135, 175, 1806, 247, 288, 937, 437, 189, 699, 61, 395, 512, 69, 134, 134, 106, 247, 473, 514, 437, 62, 68, 175, 1128, 853, 437, 67, 324, 134, 211, 324, 297, 134, 247, 98, 131, 437, 223, 247, 175, 487, 70]",797530,"[59.0, 5.0, 7.0, 94.0, -4.0, 98.0, -3.0, -4.0, 11.0, 5.0, 43.0, 15.0, 8.0, 11.0, 2.0, 26.0, 44.0, -3.0, 9.0, 62.0, 59.0, 0.0, 1.0, 26.0, 6.0]",577.0,23.08,4793,4962,-4.0,2.0,9.0,43.0,98.0
