,trainingsizes,frames,masterframes,results,result_sums,mean,qvalues,times,mini,result_q1,result_q2,result_q3,maxi
41,4100,"[134, 175, 73, 67, 221, 437, 139, 290, 98, 74, 211, 401, 437, 437, 184, 134, 145, 175, 134, 473, 586, 98, 290, 514, 175, 360, 550, 146, 134, 401, 134, 98, 247, 401, 288, 140, 211, 586, 134, 360, 288, 98, 637, 98, 247, 180, 211, 98, 324, 134, 74, 295, 136, 98, 76, 134, 98, 98, 288, 134, 64, 98, 211, 68, 324, 514, 336, 401, 175, 324, 476, 210, 181, 550, 437, 98, 401, 740, 175, 98, 324, 211, 360, 98, 175, 211, 134, 103, 98, 175, 78, 175, 99, 98, 514, 143, 740, 175, 131, 211]",593968,"[3.0, 16.0, 10.0, -4.0, 7.0, 8.0, -1.0, 5.0, 29.0, 5.0, 5.0, -4.0, 24.0, 4.0, -1.0, 22.0, 13.0, 4.0, 1.0, 3.0, -4.0, 1.0, 2.0, 9.0, 9.0]",166.0,6.64,4762,3798,-4.0,1.0,5.0,9.0,29.0
42,4200,"[98, 401, 98, 324, 98, 210, 663, 175, 66, 189, 175, 62, 324, 98, 247, 178, 138, 141, 63, 1151, 62, 98, 62, 1002, 98, 437, 98, 175, 175, 437, 324, 98, 111, 98, 109, 288, 437, 145, 147, 108, 98, 131, 71, 134, 62, 812, 134, 181, 62, 74, 175, 98, 324, 433, 98, 78, 175, 181, 98, 211, 109, 411, 108, 75, 62, 109, 134, 288, 176, 514, 111, 279, 70, 135, 247, 98, 133, 749, 437, 324, 175, 324, 249, 134, 72, 324, 184, 145, 211, 110, 243, 107, 256, 143, 62, 100, 187, 249, 360, 95]",615305,"[2.0, -3.0, -1.0, 20.0, 7.0, -3.0, -4.0, 0.0, 0.0, -4.0, -1.0, -4.0, -4.0, -4.0, -1.0, -4.0, 4.0, -3.0, -2.0, -2.0, -2.0, -4.0, 1.0, 2.0, -4.0]",-14.0,-0.56,4785,3366,-4.0,-4.0,-2.0,0.0,20.0
43,4300,"[586, 473, 473, 134, 417, 62, 360, 69, 98, 437, 62, 98, 191, 138, 189, 175, 98, 134, 107, 324, 550, 335, 62, 134, 78, 62, 98, 147, 288, 247, 142, 98, 211, 134, 324, 288, 134, 98, 250, 98, 134, 65, 134, 175, 175, 288, 98, 853, 301, 324, 98, 62, 217, 288, 401, 62, 437, 247, 107, 64, 288, 71, 145, 324, 437, 211, 98, 103, 134, 64, 247, 247, 812, 288, 98, 325, 175, 437, 134, 182, 68, 247, 473, 175, 94, 663, 68, 247, 211, 106, 78, 211, 98, 98, 111, 150, 324, 288, 175, 173]",637116,"[-4.0, -1.0, -1.0, 3.0, 4.0, -3.0, 12.0, 11.0, 13.0, 1.0, 4.0, 29.0, 0.0, 0.0, -3.0, 0.0, 6.0, 1.0, 1.0, 14.0, 2.0, -4.0, -4.0, -1.0, -3.0]",77.0,3.08,4810,3426,-4.0,-1.0,1.0,4.0,29.0
44,4400,"[925, 98, 324, 62, 134, 98, 288, 447, 211, 136, 141, 102, 401, 437, 586, 113, 324, 98, 140, 247, 586, 134, 324, 401, 62, 147, 514, 288, 360, 586, 175, 175, 134, 175, 437, 78, 62, 401, 73, 141, 173, 222, 211, 360, 175, 75, 247, 145, 78, 98, 69, 175, 482, 247, 74, 134, 98, 98, 184, 134, 134, 437, 190, 514, 334, 134, 114, 98, 586, 638, 98, 147, 62, 514, 62, 328, 211, 62, 447, 175, 332, 824, 211, 69, 139, 401, 134, 98, 324, 211, 324, 360, 111, 62, 512, 247, 98, 340, 98, 107]",661447,"[56.0, -1.0, -3.0, 29.0, -2.0, 29.0, 54.0, -3.0, 1.0, 1.0, 26.0, 6.0, 12.0, 33.0, 5.0, 18.0, 5.0, -2.0, -3.0, 43.0, -3.0, 10.0, -4.0, 8.0, 8.0]",323.0,12.92,4839,3836,-4.0,-2.0,6.0,26.0,56.0
45,4500,"[324, 134, 134, 184, 437, 134, 360, 211, 473, 98, 360, 98, 252, 139, 98, 594, 188, 134, 514, 776, 134, 98, 444, 369, 211, 631, 423, 699, 62, 175, 437, 699, 98, 401, 748, 662, 148, 513, 134, 473, 371, 358, 211, 222, 288, 889, 134, 105, 787, 134, 324, 107, 260, 218, 401, 62, 296, 98, 175, 247, 98, 295, 98, 67, 98, 182, 75, 214, 134, 288, 134, 185, 288, 64, 211, 62, 72, 211, 211, 185, 211, 168, 66, 98, 175, 98, 288, 134, 143, 215, 324, 175, 189, 134, 175, 247, 98, 561, 135, 62]",687203,"[21.0, 0.0, -4.0, -1.0, -2.0, 0.0, 0.0, 26.0, -4.0, 0.0, 22.0, -5.0, 1.0, 51.0, 2.0, -5.0, 27.0, -4.0, 14.0, -4.0, -3.0, -5.0, 13.0, 6.0, 9.0]",155.0,6.2,4858,4062,-5.0,-4.0,0.0,13.0,51.0
46,4600,"[324, 98, 98, 62, 62, 247, 211, 134, 98, 134, 146, 336, 98, 1129, 110, 300, 514, 324, 144, 185, 186, 100, 331, 663, 71, 360, 1115, 98, 175, 62, 211, 211, 360, 175, 191, 211, 324, 98, 219, 62, 247, 69, 255, 211, 73, 108, 448, 68, 375, 134, 67, 141, 211, 294, 1038, 77, 514, 141, 102, 247, 211, 62, 175, 247, 211, 211, 247, 175, 62, 62, 288, 211, 62, 324, 779, 211, 134, 437, 134, 98, 374, 134, 185, 211, 78, 247, 135, 134, 114, 62, 360, 663, 401, 98, 211, 324, 62, 211, 288, 776]",711409,"[9.0, 26.0, 18.0, -4.0, 67.0, 5.0, 142.0, -3.0, -2.0, 5.0, 30.0, 27.0, 52.0, 29.0, -3.0, 26.0, -3.0, 84.0, 34.0, 17.0, 6.0, 0.0, 3.0, 0.0, 48.0]",613.0,24.52,4870,3879,-4.0,0.0,17.0,30.0,142.0
47,4700,"[256, 147, 446, 473, 134, 247, 98, 889, 247, 68, 77, 437, 98, 134, 98, 147, 360, 473, 437, 134, 98, 211, 134, 171, 134, 663, 134, 97, 98, 211, 211, 134, 134, 247, 98, 324, 247, 360, 553, 102, 134, 98, 288, 480, 64, 98, 132, 175, 211, 134, 71, 171, 98, 110, 110, 324, 98, 62, 148, 141, 140, 247, 113, 602, 175, 134, 211, 1045, 211, 473, 298, 221, 70, 437, 401, 62, 324, 62, 98, 98, 134, 99, 70, 175, 247, 258, 137, 586, 71, 360, 98, 62, 105, 138, 98, 197, 98, 98, 211, 410]",733391,"[28.0, 10.0, 23.0, -2.0, -4.0, 6.0, 10.0, -4.0, -3.0, 6.0, 42.0, -3.0, 12.0, 21.0, 31.0, 4.0, -1.0, -3.0, -4.0, -4.0, 7.0, -4.0, -3.0, 11.0, 2.0]",178.0,7.12,4885,3396,-4.0,-3.0,4.0,11.0,42.0
48,4800,"[211, 315, 134, 222, 134, 473, 324, 62, 188, 247, 560, 285, 247, 98, 627, 134, 175, 98, 627, 62, 776, 177, 177, 251, 98, 211, 143, 288, 211, 514, 678, 98, 324, 586, 98, 247, 288, 288, 627, 289, 437, 62, 134, 134, 399, 1757, 98, 98, 247, 149, 211, 404, 258, 225, 366, 110, 98, 211, 514, 147, 74, 72, 113, 217, 360, 401, 98, 401, 860, 97, 550, 853, 134, 98, 697, 550, 889, 105, 211, 247, 288, 106, 175, 98, 563, 220, 530, 527, 76, 226, 98, 175, 324, 98, 134, 223, 143, 98, 62, 663]",762896,"[13.0, 10.0, 14.0, 17.0, 45.0, 25.0, -1.0, 3.0, 33.0, 27.0, 18.0, 52.0, 11.0, 14.0, 3.0, 9.0, 13.0, 6.0, -3.0, 0.0, 39.0, 4.0, -3.0, 21.0, 17.0]",387.0,15.48,4899,4683,-3.0,4.0,13.0,21.0,52.0
49,4900,"[401, 98, 77, 98, 252, 62, 105, 134, 62, 98, 853, 473, 98, 211, 211, 98, 247, 182, 889, 98, 114, 247, 360, 98, 142, 134, 63, 220, 76, 175, 98, 70, 174, 401, 62, 146, 247, 247, 211, 150, 134, 98, 187, 62, 62, 247, 668, 175, 745, 291, 211, 1090, 98, 94, 290, 171, 175, 98, 259, 98, 269, 98, 134, 247, 366, 625, 557, 247, 365, 401, 62, 103, 595, 133, 339, 105, 98, 218, 134, 188, 812, 108, 211, 247, 247, 139, 62, 247, 211, 333, 142, 98, 68, 142, 106, 71, 104, 140, 62, 329]",785494,"[1.0, -1.0, -4.0, 5.0, 3.0, -4.0, 3.0, 2.0, 8.0, 14.0, 21.0, 2.0, -3.0, 0.0, 2.0, 6.0, -1.0, 6.0, 3.0, 29.0, 12.0, -4.0, -1.0, 0.0, -2.0]",97.0,3.88,4917,3537,-4.0,-1.0,2.0,6.0,29.0
50,5000,"[98, 255, 247, 324, 62, 134, 63, 288, 73, 67, 68, 134, 473, 98, 62, 288, 302, 257, 374, 71, 301, 98, 525, 72, 183, 70, 473, 71, 69, 334, 211, 524, 98, 101, 132, 263, 288, 112, 211, 211, 98, 211, 499, 254, 219, 324, 138, 107, 102, 67, 98, 111, 95, 104, 134, 293, 247, 740, 211, 330, 211, 247, 360, 1228, 248, 437, 550, 211, 175, 98, 704, 514, 324, 175, 611, 175, 207, 77, 68, 1377, 175, 435, 141, 294, 175, 297, 211, 247, 226, 142, 94, 699, 134, 299, 360, 98, 133, 98, 132, 98]",810446,"[0.0, -3.0, -1.0, 32.0, 12.0, -3.0, -2.0, -4.0, 0.0, 8.0, 2.0, 18.0, -4.0, -3.0, 11.0, -1.0, 11.0, 0.0, -1.0, 1.0, 3.0, 0.0, -4.0, 9.0, 10.0]",91.0,3.64,4944,3874,-4.0,-2.0,0.0,9.0,32.0
