,trainingsizes,frames,masterframes,results,result_sums,mean,qvalues,times,mini,result_q1,result_q2,result_q3,maxi
16,1600,"[175, 211, 352, 324, 176, 98, 98, 324, 211, 98, 98, 62, 103, 62, 98, 62, 191, 211, 175, 98, 134, 175, 175, 98, 184, 62, 98, 98, 98, 134, 211, 514, 324, 98, 98, 134, 473, 134, 134, 62, 324, 134, 98, 134, 62, 288, 134, 699, 98, 360, 134, 175, 98, 98, 134, 211, 134, 62, 324, 62, 134, 134, 175, 62, 98, 98, 93, 98, 134, 134, 175, 112, 288, 98, 181, 175, 62, 98, 401, 134, 247, 62, 98, 324, 175, 98, 134, 288, 175, 324, 324, 100, 98, 288, 211, 96, 473, 98, 401, 62]",180257,"[-3.0, 5.0, -1.0, -5.0, -4.0, 7.0, 1.0, 7.0, -3.0, 1.0, -5.0, -2.0, -5.0, -5.0, 3.0, 7.0, -4.0, 0.0, -3.0, -2.0, 9.0, -5.0, -1.0, 4.0, -1.0]",-5.0,-0.2,3421,2895,-5.0,-4.0,-1.0,3.0,9.0
17,1700,"[98, 62, 62, 62, 175, 437, 98, 62, 134, 175, 211, 401, 62, 98, 134, 360, 134, 62, 134, 62, 247, 98, 98, 134, 62, 211, 98, 98, 175, 324, 134, 360, 98, 175, 175, 324, 62, 62, 181, 98, 98, 175, 134, 134, 77, 134, 134, 98, 473, 288, 98, 473, 98, 67, 211, 257, 62, 98, 360, 134, 211, 62, 175, 98, 134, 98, 113, 62, 134, 211, 98, 247, 247, 54, 324, 134, 175, 98, 62, 247, 98, 113, 211, 98, 98, 175, 62, 211, 62, 211, 401, 62, 134, 247, 247, 175, 324, 98, 62, 175]",196345,"[6.0, -4.0, 1.0, -2.0, -2.0, 1.0, 4.0, -3.0, -4.0, -4.0, 1.0, 0.0, -4.0, -1.0, -4.0, -4.0, -1.0, 1.0, -3.0, 6.0, -3.0, 1.0, 3.0, -4.0, 5.0]",-14.0,-0.56,3493,2646,-4.0,-4.0,-1.0,1.0,6.0
18,1800,"[113, 65, 134, 98, 62, 98, 288, 98, 98, 98, 63, 247, 98, 550, 134, 98, 62, 437, 288, 247, 142, 627, 175, 247, 401, 134, 288, 62, 324, 134, 134, 134, 98, 106, 99, 211, 98, 219, 98, 360, 247, 437, 98, 134, 134, 175, 62, 98, 247, 98, 62, 105, 134, 62, 98, 104, 175, 62, 134, 108, 72, 98, 138, 58, 147, 73, 134, 247, 98, 175, 134, 98, 106, 98, 143, 186, 62, 296, 288, 98, 98, 360, 190, 134, 67, 401, 62, 63, 247, 134, 175, 98, 175, 98, 211, 62, 98, 134, 134, 134]",212410,"[-4.0, -4.0, -1.0, -3.0, -3.0, -4.0, 0.0, 0.0, -4.0, -4.0, 5.0, -4.0, 0.0, 0.0, -3.0, -1.0, -1.0, 2.0, -3.0, 8.0, 6.0, -4.0, -4.0, -4.0, -4.0]",-34.0,-1.36,3560,2655,-4.0,-4.0,-3.0,0.0,8.0
19,1900,"[288, 235, 63, 98, 175, 76, 134, 98, 78, 437, 134, 112, 175, 211, 62, 98, 77, 61, 62, 62, 288, 98, 62, 98, 288, 62, 98, 211, 288, 134, 98, 98, 247, 98, 98, 134, 247, 98, 190, 98, 98, 98, 62, 211, 98, 247, 62, 62, 134, 98, 134, 360, 150, 112, 321, 98, 134, 211, 473, 360, 473, 247, 134, 77, 98, 134, 175, 514, 324, 98, 62, 98, 288, 134, 62, 134, 171, 812, 98, 211, 98, 62, 401, 62, 175, 588, 65, 98, 134, 211, 211, 288, 134, 98, 134, 166, 92, 175, 62, 62]",229362,"[-1.0, -3.0, 0.0, 2.0, 1.0, -3.0, 2.0, -2.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -1.0, 2.0, 3.0, -4.0, -2.0, 11.0, 0.0, 0.0, -3.0, -4.0, -3.0]",-17.0,-0.68,3603,2825,-4.0,-3.0,-1.0,0.0,11.0
20,2000,"[247, 62, 94, 324, 211, 211, 98, 62, 239, 175, 62, 98, 211, 175, 211, 134, 211, 247, 175, 98, 134, 360, 288, 211, 98, 67, 134, 98, 175, 211, 324, 175, 247, 586, 360, 175, 400, 62, 211, 175, 62, 134, 250, 295, 254, 556, 360, 62, 247, 67, 851, 98, 98, 275, 247, 62, 98, 211, 175, 175, 98, 98, 412, 98, 62, 98, 98, 70, 167, 62, 401, 105, 98, 143, 62, 437, 143, 103, 247, 98, 259, 98, 105, 69, 98, 70, 105, 134, 144, 134, 473, 70, 98, 98, 324, 98, 107, 185, 175, 62]",247781,"[-4.0, -4.0, 2.0, -1.0, -5.0, -3.0, -4.0, -4.0, -4.0, 2.0, 0.0, -1.0, 0.0, -5.0, -2.0, -4.0, -4.0, 6.0, -3.0, -5.0, -3.0, 4.0, 1.0, 1.0, 0.0]",-40.0,-1.6,3661,3064,-5.0,-4.0,-3.0,0.0,6.0
21,2100,"[134, 133, 98, 98, 473, 62, 324, 139, 102, 324, 360, 288, 175, 134, 98, 96, 146, 62, 247, 360, 360, 889, 98, 134, 247, 98, 62, 62, 360, 134, 98, 62, 98, 211, 360, 63, 324, 401, 211, 303, 62, 324, 112, 62, 247, 134, 98, 100, 296, 98, 247, 437, 401, 98, 288, 98, 62, 175, 134, 550, 62, 247, 211, 360, 62, 586, 62, 62, 175, 113, 211, 62, 175, 211, 134, 175, 247, 437, 134, 98, 360, 360, 360, 304, 514, 211, 62, 175, 134, 134, 360, 473, 247, 134, 175, 182, 98, 98, 98, 134]",268669,"[-4.0, 11.0, -4.0, 7.0, -2.0, -5.0, 3.0, 17.0, 2.0, -2.0, -2.0, 1.0, 8.0, 3.0, 4.0, -3.0, -5.0, 16.0, -4.0, 16.0, 22.0, -4.0, 0.0, 5.0, 10.0]",90.0,3.6,3718,3204,-5.0,-3.0,2.0,8.0,22.0
22,2200,"[324, 134, 247, 136, 98, 514, 98, 98, 211, 134, 175, 288, 98, 62, 62, 360, 134, 62, 185, 62, 107, 144, 162, 288, 211, 98, 62, 853, 98, 98, 175, 175, 62, 62, 247, 288, 76, 98, 401, 98, 134, 247, 62, 247, 98, 387, 110, 247, 134, 175, 247, 247, 226, 134, 62, 395, 175, 401, 62, 58, 98, 98, 514, 98, 211, 175, 514, 247, 62, 62, 627, 62, 1079, 134, 62, 134, 134, 401, 62, 175, 556, 288, 473, 175, 437, 473, 175, 401, 98, 247, 98, 925, 401, 175, 247, 853, 175, 247, 663, 324]",292182,"[5.0, 10.0, 8.0, 5.0, 1.0, 3.0, 40.0, 4.0, -2.0, 18.0, -2.0, 1.0, 17.0, 31.0, 5.0, -4.0, 0.0, -2.0, -4.0, 2.0, 16.0, -4.0, 1.0, 1.0, -3.0]",147.0,5.88,3783,3913,-4.0,-2.0,2.0,8.0,40.0
23,2300,"[275, 878, 184, 98, 134, 211, 62, 134, 1002, 401, 324, 98, 98, 62, 401, 98, 288, 134, 360, 627, 360, 175, 211, 211, 175, 1079, 288, 62, 288, 514, 288, 98, 134, 211, 62, 288, 288, 247, 98, 129, 437, 98, 1490, 98, 324, 357, 98, 288, 134, 473, 211, 98, 360, 288, 145, 175, 98, 98, 211, 247, 256, 175, 1079, 98, 134, 514, 211, 324, 304, 134, 62, 134, 62, 437, 889, 175, 211, 211, 98, 401, 175, 663, 98, 134, 514, 473, 175, 98, 211, 247, 220, 175, 663, 324, 211, 98, 134, 62, 98, 134]",319801,"[3.0, -2.0, 23.0, 4.0, 29.0, 9.0, 4.0, 4.0, -3.0, 34.0, -4.0, 1.0, 17.0, 7.0, 19.0, 1.0, 16.0, 15.0, 7.0, 34.0, 3.0, 11.0, 32.0, -2.0, -5.0]",257.0,10.28,3838,4618,-5.0,1.0,7.0,17.0,34.0
24,2400,"[673, 247, 148, 1002, 925, 586, 98, 62, 62, 550, 175, 98, 211, 360, 78, 134, 134, 561, 324, 776, 64, 417, 142, 98, 324, 98, 175, 134, 473, 211, 699, 62, 247, 288, 586, 134, 211, 175, 134, 586, 324, 360, 62, 211, 550, 175, 98, 550, 390, 288, 175, 98, 360, 134, 601, 98, 134, 211, 401, 175, 98, 160, 77, 211, 98, 132, 211, 98, 69, 148, 522, 134, 247, 98, 247, 437, 211, 98, 324, 134, 62, 134, 98, 62, 702, 514, 211, 98, 288, 162, 74, 134, 175, 473, 211, 134, 62, 98, 247, 69]",345420,"[12.0, 3.0, 8.0, -5.0, 21.0, 10.0, 1.0, -1.0, -4.0, 2.0, 7.0, 4.0, 2.0, 56.0, 29.0, 2.0, 5.0, -4.0, 24.0, 8.0, 4.0, 5.0, 11.0, 5.0, 1.0]",206.0,8.24,3885,4314,-5.0,2.0,5.0,10.0,56.0
25,2500,"[62, 812, 175, 98, 98, 175, 62, 324, 98, 134, 98, 62, 134, 175, 98, 134, 473, 62, 288, 247, 288, 401, 175, 627, 211, 62, 360, 699, 175, 134, 740, 288, 211, 62, 62, 473, 401, 62, 98, 175, 740, 141, 437, 183, 211, 62, 62, 134, 401, 134, 256, 134, 411, 134, 219, 324, 143, 98, 360, 334, 211, 106, 68, 99, 324, 62, 70, 627, 523, 134, 220, 98, 134, 247, 401, 175, 134, 98, 293, 62, 514, 1079, 395, 134, 98, 288, 62, 740, 134, 62, 134, 62, 550, 145, 324, 175, 473, 401, 134, 211]",370052,"[-5.0, -3.0, 5.0, -5.0, -5.0, 7.0, -3.0, 2.0, 4.0, 0.0, -3.0, 13.0, 5.0, 3.0, -5.0, 17.0, -3.0, 5.0, -1.0, -5.0, -2.0, 17.0, 4.0, 16.0, 21.0]",79.0,3.16,3917,4127,-5.0,-3.0,2.0,5.0,21.0
26,2600,"[62, 98, 514, 75, 77, 175, 473, 146, 69, 98, 271, 183, 98, 550, 301, 247, 211, 62, 98, 211, 62, 62, 324, 62, 62, 276, 163, 514, 175, 288, 324, 62, 64, 635, 401, 437, 70, 144, 134, 113, 1002, 324, 437, 401, 360, 175, 178, 288, 62, 473, 1983, 62, 98, 104, 98, 134, 219, 69, 627, 1264, 134, 62, 925, 853, 109, 211, 288, 98, 707, 550, 401, 211, 247, 288, 134, 110, 401, 104, 288, 401, 444, 100, 812, 102, 98, 1377, 211, 175, 853, 212, 211, 627, 473, 219, 98, 183, 247, 98, 134, 247]",400244,"[19.0, 2.0, -3.0, 12.0, -3.0, 0.0, -5.0, -2.0, 0.0, 17.0, 7.0, 0.0, -4.0, 9.0, 31.0, -4.0, -4.0, -4.0, -5.0, -1.0, -4.0, 13.0, -1.0, 10.0, 17.0]",97.0,3.88,3951,5072,-5.0,-4.0,0.0,10.0,31.0
27,2700,"[324, 98, 62, 288, 288, 637, 247, 437, 98, 175, 247, 62, 98, 62, 134, 294, 134, 360, 966, 69, 112, 211, 627, 550, 75, 62, 705, 889, 211, 175, 98, 753, 62, 247, 63, 473, 740, 98, 925, 699, 324, 98, 175, 62, 550, 98, 219, 473, 550, 98, 211, 211, 106, 175, 62, 776, 437, 62, 262, 484, 445, 211, 175, 211, 296, 98, 248, 401, 134, 98, 1002, 438, 64, 78, 75, 62, 288, 589, 247, 211, 360, 134, 62, 401, 134, 1151, 66, 324, 62, 446, 595, 934, 299, 474, 62, 106, 184, 175, 105, 663]",430640,"[4.0, -5.0, -2.0, -5.0, 6.0, 4.0, 19.0, 0.0, 2.0, 12.0, 5.0, 6.0, -3.0, -3.0, -4.0, 5.0, -2.0, 6.0, 13.0, 3.0, 0.0, 12.0, -3.0, -3.0, 8.0]",75.0,3.0,3983,5120,-5.0,-3.0,3.0,6.0,19.0
28,2800,"[69, 360, 62, 211, 175, 360, 514, 186, 98, 437, 1002, 550, 70, 71, 211, 586, 98, 98, 109, 503, 324, 211, 663, 288, 106, 98, 188, 134, 106, 627, 298, 412, 663, 705, 134, 514, 437, 62, 98, 62, 113, 324, 134, 162, 401, 175, 162, 146, 598, 550, 62, 415, 288, 175, 134, 699, 183, 288, 298, 247, 437, 324, 360, 247, 134, 134, 175, 324, 324, 324, 211, 211, 175, 247, 134, 288, 334, 98, 134, 853, 247, 65, 473, 401, 98, 211, 1178, 62, 175, 514, 62, 211, 710, 437, 98, 437, 812, 98, 514, 149]",460514,"[-2.0, 25.0, 1.0, 5.0, -1.0, -4.0, -1.0, 14.0, -2.0, 26.0, 27.0, 10.0, 6.0, 5.0, 25.0, 0.0, 7.0, 3.0, 21.0, 8.0, 0.0, 3.0, -4.0, 4.0, 16.0]",192.0,7.68,4012,4994,-4.0,0.0,5.0,14.0,27.0
29,2900,"[62, 709, 326, 288, 473, 62, 62, 98, 103, 98, 335, 226, 550, 401, 699, 68, 73, 211, 98, 288, 175, 473, 437, 98, 260, 211, 812, 134, 211, 134, 134, 98, 473, 176, 185, 473, 134, 62, 489, 902, 165, 211, 134, 62, 222, 133, 98, 99, 98, 474, 711, 62, 247, 98, 134, 853, 1603, 586, 298, 727, 627, 1025, 247, 401, 499, 211, 247, 175, 211, 514, 550, 288, 211, 247, 98, 211, 175, 1115, 360, 98, 134, 163, 98, 360, 134, 247, 812, 663, 401, 134, 514, 247, 401, 62, 134, 62, 147, 223, 247, 134]",491657,"[14.0, 34.0, 33.0, -1.0, -4.0, 18.0, -3.0, -3.0, 34.0, 4.0, 7.0, 0.0, 12.0, 24.0, 11.0, -1.0, 15.0, 18.0, 31.0, 2.0, 4.0, 31.0, -4.0, 6.0, 8.0]",290.0,11.6,4041,5210,-4.0,0.0,8.0,18.0,34.0
30,3000,"[211, 521, 134, 360, 1264, 324, 175, 211, 175, 966, 1942, 1002, 62, 360, 288, 211, 241, 134, 247, 550, 699, 98, 1063, 557, 211, 134, 812, 98, 288, 62, 175, 175, 360, 62, 67, 400, 211, 175, 134, 288, 47, 162, 211, 98, 175, 288, 62, 134, 371, 62, 437, 142, 586, 663, 812, 62, 842, 247, 142, 98, 837, 966, 98, 749, 627, 1079, 98, 111, 473, 514, 1079, 246, 437, 211, 360, 175, 247, 288, 1454, 519, 437, 220, 62, 175, 392, 812, 247, 369, 324, 401, 1002, 134, 1243, 288, 98, 586, 98, 413, 65, 134]",530813,"[5.0, 18.0, 31.0, 2.0, 0.0, 28.0, 3.0, 82.0, 8.0, 55.0, 20.0, -1.0, 15.0, 1.0, -1.0, 63.0, 42.0, 46.0, 14.0, 64.0, 20.0, 2.0, 16.0, 44.0, 59.0]",636.0,25.44,4060,6529,-1.0,3.0,18.0,44.0,82.0
31,3100,"[437, 514, 853, 288, 889, 473, 393, 473, 75, 175, 360, 327, 360, 125, 98, 263, 62, 62, 1088, 324, 175, 1384, 62, 184, 98, 290, 586, 865, 627, 401, 665, 69, 98, 62, 1454, 449, 211, 73, 437, 440, 175, 285, 98, 360, 553, 925, 247, 53, 889, 448, 74, 360, 966, 175, 339, 776, 247, 925, 473, 437, 1115, 134, 98, 324, 63, 185, 70, 181, 627, 740, 68, 663, 220, 889, 113, 175, 1490, 401, 175, 62, 211, 1567, 740, 134, 360, 62, 211, 1377, 930, 69, 247, 627, 175, 211, 134, 134, 1115, 139, 215, 368]",572706,"[27.0, 5.0, 1.0, 2.0, 8.0, 1.0, 7.0, 28.0, -4.0, -1.0, 2.0, 9.0, 8.0, 5.0, -1.0, 2.0, 8.0, 32.0, 5.0, 7.0, 19.0, 6.0, 10.0, -3.0, -2.0]",181.0,7.24,4089,7059,-4.0,1.0,5.0,8.0,32.0
32,3200,"[215, 134, 142, 247, 360, 361, 853, 1151, 98, 247, 136, 98, 73, 247, 1071, 134, 66, 69, 325, 276, 98, 1264, 293, 211, 1079, 360, 740, 1490, 169, 175, 439, 288, 663, 957, 586, 473, 663, 187, 1716, 324, 1490, 211, 437, 1002, 98, 134, 668, 175, 776, 529, 663, 473, 134, 514, 98, 401, 324, 142, 401, 134, 1038, 134, 134, 437, 98, 95, 401, 134, 483, 1757, 364, 586, 247, 98, 63, 175, 134, 437, 1038, 550, 550, 247, 3072, 1490, 98, 2322, 966, 586, 360, 209, 288, 635, 473, 288, 247, 247, 699, 324, 1079, 98]",622669,"[20.0, 3.0, 44.0, 35.0, 6.0, 0.0, 17.0, 0.0, 35.0, 53.0, 31.0, -1.0, 24.0, 47.0, -3.0, 73.0, 9.0, 15.0, 29.0, 92.0, 18.0, 53.0, 130.0, 81.0, 77.0]",888.0,35.52,4111,8393,-3.0,9.0,29.0,53.0,130.0
33,3300,"[1567, 134, 98, 401, 98, 450, 175, 1115, 740, 925, 776, 437, 595, 514, 586, 437, 211, 473, 526, 247, 98, 68, 1151, 134, 104, 663, 98, 134, 77, 1151, 699, 550, 3976, 211, 889, 627, 514, 712, 699, 67, 324, 1341, 98, 1432, 1658, 437, 62, 211, 184, 187, 140, 699, 586, 62, 259, 1377, 937, 257, 251, 102, 134, 324, 437, 175, 216, 288, 437, 1002, 1038, 812, 1151, 627, 586, 175, 550, 360, 709, 369, 473, 108, 256, 550, 254, 247, 627, 438, 183, 175, 211, 473, 437, 98, 1115, 2507, 627, 247, 776, 3149, 247, 853]",679841,"[29.0, 9.0, -3.0, 105.0, 91.0, 13.0, 33.0, 48.0, 0.0, 15.0, 35.0, 71.0, 5.0, 22.0, 34.0, 48.0, 75.0, 44.0, 98.0, 0.0, 228.0, 45.0, -4.0, 35.0, 177.0]",1253.0,50.12,4135,9669,-4.0,13.0,35.0,71.0,228.0
34,3400,"[1228, 699, 473, 586, 98, 211, 514, 145, 776, 134, 1192, 825, 247, 1567, 134, 288, 134, 247, 98, 296, 401, 1010, 2060, 450, 1115, 324, 211, 324, 524, 134, 183, 98, 514, 134, 1002, 1079, 324, 175, 1280, 134, 247, 699, 1494, 247, 699, 966, 437, 134, 401, 98, 663, 134, 925, 247, 415, 247, 437, 134, 627, 134, 134, 75, 473, 1913, 437, 98, 360, 1454, 550, 62, 324, 1266, 98, 518, 98, 2168, 640, 324, 813, 1454, 827, 185, 408, 140, 62, 2697, 175, 437, 889, 1082, 1716, 1038, 66, 1683, 473, 1644, 1192, 288, 925, 1115]",740895,"[47.0, 227.0, 194.0, 60.0, -4.0, 39.0, 12.0, 78.0, 320.0, 50.0, 5.0, 169.0, 248.0, 22.0, 91.0, 26.0, 148.0, 198.0, 99.0, 211.0, 37.0, 49.0, 51.0, 43.0, 147.0]",2567.0,102.68,4156,10330,-4.0,39.0,60.0,169.0,320.0
35,3500,"[966, 552, 1680, 473, 332, 68, 1680, 1115, 1942, 324, 247, 731, 1016, 748, 401, 98, 98, 216, 2584, 966, 859, 2620, 137, 1716, 442, 898, 664, 65, 1038, 179, 134, 966, 1614, 925, 71, 62, 1305, 2520, 776, 211, 1603, 514, 3565, 175, 754, 186, 98, 933, 67, 134, 559, 74, 1377, 710, 692, 375, 722, 373, 1115, 822, 247, 175, 1002, 191, 401, 141, 401, 98, 218, 134, 1264, 853, 213, 134, 107, 134, 437, 324, 134, 98, 557, 211, 663, 324, 360, 1454, 134, 514, 211, 401, 98, 324, 565, 185, 324, 437, 370, 211, 147, 5034]",808412,"[36.0, 161.0, 104.0, 18.0, 3.0, 107.0, 79.0, 9.0, 108.0, 104.0, 18.0, 41.0, 120.0, 237.0, 63.0, 11.0, 56.0, 437.0, 94.0, 179.0, 111.0, 69.0, 377.0, 206.0, 44.0]",2792.0,111.68,4172,11364,3.0,41.0,94.0,120.0,437.0
36,3600,"[288, 1341, 663, 6688, 1454, 550, 300, 1793, 211, 288, 586, 68, 437, 360, 437, 2172, 1151, 401, 103, 372, 1063, 324, 62, 360, 175, 437, 740, 134, 369, 98, 134, 1228, 1644, 66, 1356, 324, 1377, 627, 1130, 2132, 134, 663, 699, 338, 586, 853, 136, 741, 966, 211, 2959, 473, 2923, 134, 3075, 175, 324, 134, 360, 1095, 62, 63, 1086, 813, 2358, 663, 98, 699, 437, 925, 1942, 98, 2019, 740, 3488, 1531, 369, 550, 550, 812, 1402, 473, 175, 1115, 247, 324, 664, 1079, 324, 62, 889, 663, 2019, 2111, 360, 247, 108, 1115, 3387, 98]",894999,"[11.0, 11.0, 1.0, -4.0, 24.0, 16.0, 21.0, 14.0, -1.0, 13.0, 2.0, 15.0, 13.0, -4.0, 36.0, 24.0, -4.0, 35.0, -1.0, 2.0, -4.0, 12.0, 41.0, 1.0, 13.0]",287.0,11.48,4188,14710,-4.0,1.0,12.0,16.0,41.0
37,3700,"[4428, 473, 214, 2019, 437, 211, 402, 1454, 324, 1944, 966, 247, 853, 1795, 145, 211, 1014, 893, 925, 324, 1418, 328, 1228, 776, 247, 1115, 628, 1567, 889, 401, 1463, 288, 1870, 410, 1116, 222, 1341, 1418, 627, 1832, 705, 1716, 699, 1002, 324, 134, 247, 360, 211, 1762, 1038, 3906, 740, 437, 185, 741, 713, 212, 2132, 2661, 1115, 699, 340, 600, 437, 663, 550, 401, 812, 473, 406, 139, 175, 742, 410, 362, 401, 98, 663, 514, 261, 1237, 776, 663, 105, 370, 258, 1575, 254, 1151, 71, 1793, 78, 175, 65, 1757, 740, 175, 451, 134]",975476,"[104.0, 38.0, 207.0, 463.0, 3.0, 39.0, 147.0, 109.0, 35.0, 0.0, 45.0, 174.0, 108.0, 135.0, 260.0, 39.0, 5.0, 95.0, 29.0, 125.0, 62.0, 57.0, 57.0, 92.0, 173.0]",2601.0,104.04,4206,13709,0.0,39.0,92.0,135.0,463.0
38,3800,"[1941, 473, 98, 3262, 966, 473, 1567, 401, 211, 360, 324, 1503, 373, 590, 514, 62, 2846, 105, 1228, 335, 2548, 514, 147, 473, 411, 453, 324, 142, 514, 2019, 324, 853, 1038, 1002, 360, 776, 853, 288, 2245, 1341, 550, 1716, 1272, 1377, 1829, 663, 1531, 1942, 1454, 627, 360, 324, 1829, 1005, 62, 247, 812, 184, 1119, 1342, 360, 108, 98, 1002, 104, 1716, 699, 699, 586, 663, 598, 1993, 332, 1151, 98, 288, 2143, 2846, 699, 98, 812, 74, 1091, 2096, 514, 1757, 1418, 175, 1680, 211, 699, 586, 98, 1002, 134, 699, 776, 226, 586, 2697]",1063590,"[24.0, 161.0, 45.0, 205.0, 21.0, 6.0, -4.0, 114.0, 2.0, 44.0, 186.0, 542.0, 199.0, 280.0, 55.0, 232.0, 27.0, 12.0, 357.0, 149.0, 32.0, 78.0, -1.0, 8.0, -1.0]",2773.0,110.92,4220,14832,-4.0,12.0,45.0,186.0,542.0
