7,3,15,0,0.5976869112568435,0.2312184521646513
7,3,15,-8.0,0.5750574958107079,0.2639644533285561
6,3,15,-8.0,0.6710919160750121,0.23277712818113824
6,3,14,0.0,0.7505490459500996,0.1821378156390724
6,3,14,-8.0,0.7130955880627208,0.3854936657408459
6,3,13,-8.0,0.1892609722112243,0.8871941102026505
6,3,13,0.0,0.6167271797687738,1.0673179848811604e-11
5,3,13,-8.0,0.9685669112170502,0.2160033546444041
5,3,13,0.0,1.022513627314132,0.041447881811907866
5,3,12,1.0,0.17934374780191464,0.0
5,3,12,-8.0,0.569538794447882,1.0688105492736804
5,3,12,0.0,0.8674347047358479,0.0
5,3,11,-8.0,0.0,
5,3,11,0.0,1.795308836285326e-14,0.0
4,3,11,-8.0,1.3772190876652755,0.8773026926324418
4,3,11,0.0,1.3675991996346943,0.4488558627721598
4,3,10,0.0,1.4545002548085968,0.08099361113907526
4,3,10,-8.0,0.19435788838377802,1.3389673024694588
4,3,9,-8.0,1.3386979332723672,-2.340377025276156e-06
4,3,9,0.0,-2.5165825724633443e-07,1.2258876213242917
3,3,9,-8.0,2.4309336171858225,1.0636963202341436
3,3,9,0.0,0.9659903722836356,2.6376463401722874
3,3,8,0.0,0.5711568635669698,2.5781617650192303
3,3,8,1.0,0.666954181013661,2.6793960342838954
3,3,8,-8.0,1.2451753026404988,2.434477264699404
3,3,7,-8.0,3.0046496751638845,1.8773025842047877
3,3,7,0.0,2.204163544152022,3.046560693870467
2,3,7,-8.0,2.7035412413545084,1.1686369712989109
2,3,7,0.0,1.2743901424989792,2.7278445275181675
2,3,6,0.0,1.0663826385619994,2.781009308606138
2,3,6,-8.0,2.68125589584134,1.352334749609038
1,3,5,-8.0,-0.1733030229646113,-0.36642676586500045
1,3,5,0.0,-0.4630969090116835,-0.19527211760804175
1,3,4,0.0,-1.585034216538462,-1.1714616243140623
1,3,4,-8.0,-2.1965907911350593,-2.4498205303052822
0,3,4,-8.0,-1.9178558867158464,-2.391298500188164
0,3,4,0.0,-1.2219263045281075,-1.050287045211541
0,3,3,-8.0,-6.271013608612724,-5.536206023303346
0,3,3,0.0,-4.107842114048156,-3.290483469686904
7,4,15,0.0,0.6125094480867596,0.14443965323945554
7,4,15,-8.0,0.5755908043291886,0.24286004712697049
6,4,15,-8.0,0.7122946043533034,0.21656508079216805
6,4,14,0.0,0.7752613642059087,0.015833333921642205
6,4,14,-8.0,0.35009743615348765,0.8293304003064812
6,4,13,-8.0,7.515823369717297e-11,0.018898418504745336
6,4,13,0.0,0.005588242453949598,4.221984102361131e-12
5,4,13,-8.0,1.0852634584581655,0.38991602393496105
5,4,13,0.0,1.0471665068780727,0.21774709269704334
5,4,12,-8.0,0.24172184210503136,1.257706369542887
5,4,12,0.0,1.1869097100407109,0.017445291079303173
5,4,11,0.0,1.5483810805510817e-11,6.456529649214706e-11
4,4,11,-8.0,1.3793163343545172,0.6445572981412393
4,4,11,0.0,0.37620250939897054,1.4337494446340935
4,4,10,-8.0,1.274321163309564,0.0028973330920110925
