7,4,15,0,1.2380350788401353,0.9268821479708234
7,4,15,-8.0,1.2375028517939637,0.9704908506556504
6,4,15,-8.0,1.2099372248276319,0.9666487976696703
6,4,14,0.0,1.2955994034375553,0.8626936328854169
6,4,14,-8.0,1.2959432344488349,1.0979410998286274
6,4,13,-8.0,0.8124454630349909,1.3592713121363345
6,4,13,0.0,1.2862955973868726,0.12540722337543977
5,4,13,-8.0,1.3829696041347077,1.0676166094458603
5,4,13,0.0,1.4052796439648945,0.8877535978498334
5,4,12,-8.0,1.4784268325645438,1.30582919218315
5,4,12,0.0,1.464239263326458,1.1504501062328718
5,4,11,0.0,1.175550621505398,0.09896963574133599
4,4,11,-8.0,1.6698433029318622,1.5158127883033214
4,4,11,0.0,1.4205308196321524,1.6503448324272127
4,4,10,-8.0,1.7808931288897982,0.8045752516514695
4,4,10,0.0,1.1433351551265858,1.792012017176713
3,4,10,-8.0,0.9487120915858933,0.15352348598473017
3,4,9,0.0,0.07940448649953813,1.3872357228935914
3,4,9,-8.0,1.3447700700494871,0.014307734906109974
3,4,8,-8.0,2.2623351772010327,1.3869337136489144
3,4,8,0.0,1.2513797331252017,2.3181662307375794
2,4,8,-8.0,2.1663610112384966,0.593662800997534
2,4,8,0.0,0.8424009707504005,2.253392292648302
2,4,7,-8.0,2.1503048180500395,1.0650152511067468
2,4,7,0.0,1.4673283100998302,2.320836127438565
2,4,6,0.0,0.44227164611026804,1.8634560675701741
1,4,6,-8.0,0.08277663188230489,-0.15362469072630844
1,4,6,0.0,-0.08933921515893685,0.4382627953291761
1,4,5,-8.0,-0.5660780796605767,-0.43810152140256386
1,4,5,0.0,-0.45920179458283045,-0.5507696089794698
0,4,5,-8.0,-0.8404917476682682,-0.8968882043974922
0,4,4,0.0,-1.7598091330509593,-1.5118202451186058
0,4,4,-8.0,-1.8284256901302451,-3.4005470609439663
0,4,3,-8.0,-7.280034260163959,-7.911058064937759
0,4,3,0.0,-5.779218638679864,-5.301142054001304
7,2,15,0.0,1.76783773526115,1.3866856127707696
7,2,15,-8.0,1.7418247295885265,1.489732824229892
6,2,15,-8.0,1.8215352949124615,1.5212784941388742
6,2,14,0.0,1.7808598412060859,1.487597036100257
6,2,14,-8.0,1.8260909361563722,1.456926509371466
6,2,13,-8.0,1.0613357531512913,1.9265194040620808
6,2,13,0.0,1.827761174060485,0.4031055723984506
5,2,13,-8.0,1.9557206001642395,1.6498083554709098
5,2,13,0.0,1.979195085283317,1.3264387072870771
5,2,12,-8.0,1.8170388529170016,2.0502377540647956
5,2,12,0.0,1.9370641240582227,0.5824448446627603
5,2,11,0.0,0.0801604094243024,0.0
4,2,11,-8.0,2.2121496733106194,2.015633103532699
4,2,11,0.0,2.1898575148748898,1.8018489118513599
4,2,10,-8.0,1.320861643565883,2.2554633018066808
4,2,10,0.0,2.2901748454328605,1.2059115053595608
4,2,10,1.0,1.9211054230215288,0.1459080197274755
4,2,9,-8.0,4.543616774969116e-13,1.339336446797043e-08
4,2,9,0.0,1.1061145799330186e-06,0.0
3,2,9,-8.0,2.4315540030239835,1.9781127908519205
3,2,9,0.0,2.4442363733411936,2.1483652057796667
3,2,8,0.0,2.7310072650055406,1.840319018341129
3,2,8,1.0,0.8406927547479434,2.370920419793204
3,2,8,-8.0,2.7406772738321505,2.237649448151545
3,2,7,-8.0,2.8479701404104656,2.7273241856568977
3,2,7,0.0,2.8522594023020273,2.5909399952634766
2,2,7,-8.0,2.5902552400926204,2.2093675711284435
2,2,7,0.0,2.375129797538702,2.6542973760306245
2,2,6,0.0,2.4440460404231206,2.71893456828644
2,2,6,1.0,2.261632537107022,2.700040914346329
2,2,6,-8.0,2.726597888482366,2.54499827158473
2,2,5,0.0,2.4382921869983343,2.751746220852881
1,2,5,-8.0,0.9370533979800553,-0.1978041603482873
1,2,5,0.0,-0.04899858837603485,1.1783986630265393
1,2,4,-8.0,-0.9982455575576845,-1.229580060274931
1,2,4,0.0,-0.7050721065058443,0.14935990931672755
1,2,3,0.0,-4.336613995737093,-3.927045063843228
0,2,3,-8.0,-5.727165791357889,-5.161214176057828
0,2,3,0.0,-3.2529991092546378,-2.7552054429803543
7,5,15,-8.0,0.5182734793712811,0.295870627035876
7,5,15,0.0,0.5398599383319375,0.25670967755692564
6,5,15,-8.0,0.5924344044465271,0.2815706261471851
6,5,14,0.0,0.6136490026633289,0.30513677393894734
6,5,14,-8.0,0.599669132185268,0.29422328159708466
6,5,13,-8.0,0.2753481297078626,0.6925456438637717
6,5,13,0.0,0.5914429824527905,0.05106518104947864
5,5,13,-8.0,0.7442266218652465,0.5444198348630372
5,5,13,0.0,0.7479524550361192,0.23420031956533807
5,5,12,-8.0,0.78854819098689,0.5536531188206014
5,5,12,0.0,0.8177688172294125,0.3696655686257843
5,5,11,0.0,0.6009780863720365,0.024998003159298093
4,5,11,-8.0,1.0325304284333343,0.6555003490835088
4,5,11,0.0,1.055520379254731,0.6111193163455586
4,5,10,-8.0,1.1342459913392364,0.6688192724251002
4,5,10,0.0,0.48515603005602204,1.0578944942079778
3,5,10,-8.0,0.6509857076970658,0.08198466015944642
3,5,10,0.0,0.08209326976875263,0.6543461279405934
3,5,9,0.0,0.1923872917639009,0.9589215909297341
3,5,9,-8.0,0.8325948648840413,0.0117156623512993
3,5,8,-8.0,1.5151222024690998,0.537085765690701
3,5,8,0.0,0.4938626368552296,1.5766332320426875
2,5,8,-8.0,1.339699021173219,0.2115284442273041
2,5,8,0.0,0.42552498995759425,1.4678457311258435
2,5,7,-8.0,1.3074288007110721,0.7264811285685046
2,5,7,0.0,0.6306097385526589,1.4902712117905677
2,5,7,1.0,0.405353623473158,1.6230501775805837
2,5,6,-8.0,0.6220982093915786,-0.26619188269346206
2,5,6,0.0,-0.061906120100787415,0.8789652252207284
1,5,6,-8.0,-0.23236697066482176,-0.19164924748265993
1,5,6,0.0,-0.13303202231089337,0.15897165678860653
1,5,5,0.0,-1.0373372159080545,-0.7504426562112587
1,5,5,-8.0,-1.0163939436385063,-1.1839789745206197
1,5,4,1.0,-3.042456104582579,-2.5725625435328805
0,5,4,-8.0,-2.5494581521736173,-3.1103514559544285
0,5,4,0.0,-1.7950101681894675,-1.6951198813692028
0,5,3,1.0,-4.667901725632424,-3.193022731060224
0,5,3,-8.0,-7.898637510375086,-6.689863287589794
0,5,3,0.0,-7.123796854110173,-6.745617987028873
7,2,15,-16.0,0.63491473072621,0.0013323870387614521
6,2,15,0.0,1.4236074609854463,1.213790098178932e-06
4,2,12,-8.0,2.145995476036164,1.6761377352817415
4,2,12,0.0,2.170414758939972,1.144275365638719
3,2,10,-8.0,2.361043293591294,1.945551202471522
3,2,10,0.0,2.0149195475759383,2.3270864220855163
2,2,8,-8.0,2.5465985003253526,2.1391754687007345
2,2,8,0.0,2.310039046655008,2.5567656848324862
1,2,7,-8.0,1.6074160115227563,0.3400442919322953
1,2,6,0.0,0.6911010186943959,1.5159438780894485
1,2,6,-8.0,1.4058118875600987,0.36537426310845444
0,2,5,-8.0,-1.2762551964239994,-1.303232078778858
0,2,4,0.0,-0.17202593273964006,-0.25324250677881005
0,2,4,-8.0,-1.09497480549215,-1.1677968299268349
6,5,14,1.0,0.4133499893601226,0.004675831145962325
5,5,11,-8.0,0.046824762767334355,0.4452248949266307
1,5,5,1.0,-0.514518845066418,-0.31208098456648353
0,5,5,-8.0,-1.3319233354144604,-1.150323156595959
7,2,15,2.0,1.3102200469976788,0.021408308946035407
5,2,12,1.0,1.676854445424848,0.03147823383396862
1,2,5,1.0,0.1856828542842337,1.538314563936854
0,2,4,-7.0,-0.5590759878529231,-0.24770146835211432
7,1,15,-8.0,1.8487423585667198,1.581127821445035
7,1,15,0.0,1.8685109222075766,1.4891722973467734
6,1,15,-8.0,1.9216718635937635,1.1327196320383597
6,1,14,0.0,1.9485711221061754,1.446102457353822
6,1,14,-8.0,1.9337684513253723,1.371705982081798
