"(6, 5, 14, 2.0)","{1: 0.9999997106138561, 0: 9.522128065103604e-05}"
"(6, 5, 14, 3.0)","{0: 0.0018248003631400733, 1: 0.9976651826976317}"
"(6, 5, 14, -8.0)","{1: 0.254569389863767, 0: 0.5783086210040793}"
"(6, 5, 13, 0.0)","{1: 0.9999994677263764, 0: 1.2018767423128218e-05}"
"(6, 5, 13, 1.0)","{0: 1.9662705047555294e-05, 1: 0.9999704873345693}"
"(6, 5, 13, -8.0)","{0: 0.8146412174968007, 1: 0.302934546890749}"
"(5, 5, 12, -8.0)","{0: 0.7291585906248258, 1: 0.2966744204257883}"
"(5, 5, 12, 0.0)","{0: 7.475971908870456e-10, 1: 0.9999999999972032}"
"(5, 5, 12, 1.0)","{1: 0.999999960857761, 0: 1.7161537330511699e-07}"
"(5, 5, 11, 2.0)","{0: 0.0005782180172123857, 1: 0.9972610725500467}"
"(5, 5, 11, -8.0)","{1: 0.23662704690401476, 0: 0.7687386663169258}"
"(5, 5, 11, -7.0)","{0: 0.00428039591353844, 1: 0.9817519963685992}"
"(4, 5, 11, -8.0)","{1: 0.2465792632593514, 0: 0.6693963739276795}"
"(4, 5, 10, -8.0)","{1: 0.2478995343834149, 0: 0.7335314479043683}"
"(4, 5, 10, -7.0)","{1: 0.9816675721463012, 0: 0.0025275309829853134}"
"(4, 5, 10, -6.0)","{0: 0.029452051329117393, 1: 0.9487953676407718}"
"(3, 5, 10, -8.0)","{1: 0.4034954374251263, 0: 0.7819632574196853}"
"(3, 5, 9, -8.0)","{1: 0.3239180108892998, 0: 0.6410318766515151}"
"(3, 5, 9, -7.0)","{0: 0.09696476803882689, 1: 0.9570233560087213}"
"(2, 5, 9, -8.0)","{1: 0.22947339267277816, 0: 0.6711773321978519}"
"(2, 5, 8, -8.0)","{1: 0.35176768493033106, 0: 0.6905308680295302}"
"(1, 5, 8, -7.0)","{1: 0.995361602313412, 0: 0.05830879135882444}"
"(1, 5, 8, -6.0)","{0: 0.009847709021836116, 1: 0.9618479575523055}"
"(1, 5, 7, -8.0)","{1: 0.2683139703698303, 0: 0.5006641069290116}"
"(1, 5, 7, -7.0)","{1: 0.9635752717697768, 0: 0.012856805802056677}"
"(0, 5, 7, -6.0)","{0: -0.3937774017016571, 1: 0.2892336498205627}"
"(0, 5, 7, -8.0)","{1: 0.08500567415518327, 0: 0.5077567199420467}"
"(0, 5, 6, -8.0)","{1: -1.1295954871684675, 0: -0.03142674859901512}"
"(0, 5, 6, -7.0)","{0: -0.8961169261489363, 1: -0.07879840712124328}"
"(7, 3, 15, 1.0)","{1: 0.9839712288050129, 0: 0.1512780302863288}"
"(7, 3, 15, 2.0)","{0: 0.13648361116393185, 1: 0.8491176033468384}"
"(7, 3, 14, 0.0)","{0: 4.567759074507739e-05, 1: 0.9997447961171796}"
"(6, 3, 14, 1.0)","{1: 0.9999999999999989, 0: 4.564812757783073e-13}"
"(6, 3, 14, 2.0)","{0: 3.4888403593291446e-09, 1: 0.9999999994856849}"
"(6, 3, 13, -8.0)","{1: 0.18251504889572406, 0: 0.5875384330428286}"
"(5, 3, 12, -7.0)","{1: 0.9608504089022036, 0: 0.15620417267006503}"
"(5, 3, 12, -6.0)","{0: 0.16934737217116558, 1: 0.9271035665854137}"
"(5, 3, 11, 0.0)","{1: 0.1623610880711608, 0: 0.6805195857879762}"
"(4, 3, 11, -7.0)","{1: 0.9999990383282554, 0: 8.084445761561763e-07}"
"(4, 3, 10, -6.0)","{0: 0.006548600774846024, 1: 0.9936373145588641}"
"(4, 3, 10, 0.0)","{1: 0.9999996770221344, 0: 1.742697476915588e-06}"
"(3, 3, 10, -8.0)","{0: 0.661654966048554, 1: 0.2552268285443838}"
"(3, 3, 9, 0.0)","{0: 4.7801886472261234e-12, 1: 0.9999999999999996}"
"(3, 3, 9, 1.0)","{1: 0.999999999668352, 0: 3.409209096694192e-07}"
"(3, 3, 9, 2.0)","{0: 4.8609053546482096e-05, 1: 0.9999924982764239}"
"(3, 3, 8, -8.0)","{1: 0.12315152355255807, 0: 0.6851333979116746}"
"(3, 3, 8, 0.0)","{1: 0.9999999997971653, 0: 3.464266131860701e-07}"
"(3, 3, 7, 1.0)","{1: 0.9999881292900943, 0: 6.78115161140252e-05}"
"(3, 3, 7, 2.0)","{0: 0.0012570057730653759, 1: 0.9998033729495244}"
"(2, 3, 7, -8.0)","{1: 0.31380372947273405, 0: 0.7189793372160722}"
"(2, 3, 7, -7.0)","{1: 0.9999758685496989, 0: 8.595044557171425e-05}"
"(2, 3, 6, -6.0)","{1: 0.9010284561765672, 0: 0.1}"
"(2, 3, 6, -5.0)","{0: 0.05366161193138999, 1: 0.7212377858200444}"
"(1, 3, 6, -8.0)","{1: 0.6021164491002944, 0: 0.8490973106228454}"
"(1, 3, 5, -8.0)","{0: 0.7658808945905944, 1: 0.872576530447889}"
"(0, 3, 5, -8.0)","{1: -0.22655259956367835, 0: 0.012216076674593776}"
"(0, 3, 5, 0.0)","{1: 0.9999999999947446, 0: 0.4073139025361764}"
"(0, 3, 4, 1.0)","{0: 0.05792416569958896, 1: 0.7683242527399202}"
"(0, 3, 4, -8.0)","{0: 0.1129667465142408, 1: -1.0029142700147242}"
"(0, 3, 4, 0.0)","{1: 0.8329239751332249, 0: 0.20836279197938767}"
"(0, 3, 4, 2.0)","{0: 0.19120372487576173, 1: 0.8029430385641309}"
"(0, 3, 3, -8.0)","{1: -2.6453428969140482, 0: -1.798144141406173}"
"(7, 3, 15, -16.0)","{1: 0.9999999999998097, 0: 0.9999999997540048}"
"(6, 3, 15, -16.0)","{0: 0.0, 1: 0.9998960029155866}"
"(6, 3, 15, 0.0)","{0: 5.7146140780108186e-11, 1: 0.9999999999888354}"
"(5, 3, 14, -7.0)","{1: 0.9999999007028999, 0: 0.09000143703541781}"
"(5, 3, 14, -6.0)","{0: 0.0028524082392246395, 1: 0.9999843157595708}"
"(4, 3, 13, -7.0)","{0: 0.00032525886428451216, 1: 0.9994360791266039}"
"(4, 3, 13, -8.0)","{1: 0.15096453119073214, 0: 0.6666125085244784}"
"(4, 3, 12, 0.0)","{1: 0.9999998455461638, 0: 1.2606551997866657e-14}"
"(4, 3, 12, 1.0)","{1: 0.9564612614512684, 0: 0.0}"
"(4, 3, 12, 2.0)","{1: 0.9852859296258937, 0: 0.0}"
"(4, 3, 12, 3.0)","{0: 0.0071789798769185285, 1: 0.8718571957363976}"
"(4, 3, 12, -8.0)","{0: 0.534601015187505, 1: 0.3795435735789846}"
"(4, 3, 11, 1.0)","{0: 1.0090671416139886e-07, 1: 0.9462726563506993}"
"(3, 3, 11, -8.0)","{1: 0.4334160237835537, 0: 0.7072208535506146}"
"(3, 3, 11, -7.0)","{1: 0.9999992159626099, 0: 0.10620850057003572}"
"(3, 3, 10, -6.0)","{0: 0.06884002421378072, 1: 0.9562940194283635}"
"(2, 3, 10, -8.0)","{1: 0.3897738424672394, 0: 0.771496103085422}"
"(2, 3, 10, -7.0)","{1: 0.9961073080857235, 0: 0.13582948295918695}"
"(2, 3, 10, -6.0)","{0: 0.19240326603542948, 1: 0.8794474426184611}"
"(1, 3, 9, -8.0)","{1: 0.3455655612708721, 0: 0.4913082151491832}"
"(1, 3, 9, -7.0)","{0: 0.15225011349544754, 1: 0.9995889016832943}"
"(0, 3, 8, -8.0)","{1: -0.146319759270023, 0: 0.3173092207361796}"
"(0, 3, 7, -7.0)","{0: -0.1031981824224728, 1: -0.32579013597351386}"
"(6, 2, 14, 1.0)","{0: 8.536482946109098e-06, 1: 0.9999999999998764}"
"(6, 2, 13, -8.0)","{1: 0.366155484281099, 0: 0.6302415043848948}"
"(5, 2, 12, -7.0)","{0: 0.0023505065560940636, 1: 0.9999988148803459}"
"(3, 2, 11, 0.0)","{0: 0.16564749116391478, 1: 0.999999999999371}"
"(2, 2, 10, 0.0)","{0: 0.6729820308518653, 1: 0.35315193086118224}"
"(2, 2, 9, -8.0)","{1: 0.5644962545032169, 0: 0.7697584610531405}"
"(2, 2, 9, -7.0)","{0: 0.073720422508988, 1: 0.9913232848365774}"
"(1, 2, 8, -8.0)","{1: 0.4152465871896421, 0: 0.5793371971325767}"
"(0, 2, 7, 0.0)","{0: 0.6622480021829467, 1: 0.9999993638299606}"
"(7, 4, 15, -7.0)","{1: 0.034874725595667316, 0: 0.205465806334561}"
"(7, 4, 15, -15.0)","{0: 0.9993734212517822, 1: 0.9958254420820708}"
"(7, 4, 15, 0.0)","{1: 0.7246101434584096, 0: 0.02965254605463986}"
"(7, 4, 15, 1.0)","{1: 0.9590569047676197, 0: 0.0866672393957666}"
"(7, 4, 15, 2.0)","{1: 0.9129966762975297, 0: 9.828527492523817e-07}"
"(7, 4, 15, 3.0)","{1: 0.8557023762676348, 0: 0.00026925030013401927}"
"(7, 4, 14, 4.0)","{1: 0.9999314403867587, 0: 0.00017285589609422543}"
"(7, 4, 14, 5.0)","{1: 0.985858171470467, 0: 0.002252839954493918}"
"(7, 4, 14, 6.0)","{1: 0.8634138818797307, 0: 0.026687291449175875}"
"(7, 4, 14, 7.0)","{0: 0.06561, 1: 0.271}"
"(7, 4, 14, -8.0)","{1: 0.08249314921383678, 0: 0.8212827635592441}"
"(7, 4, 13, -8.0)","{1: 0.32433809765971355, 0: 0.7738797926569227}"
"(7, 4, 13, -7.0)","{0: 0.15389999999999998, 1: 0.40951000000000004}"
"(6, 4, 13, -8.0)","{1: 0.3761595987887806, 0: 0.7540622778604698}"
"(6, 4, 12, -8.0)","{0: 0.9213163357755975, 1: 0.32664717451646924}"
"(6, 4, 12, 0.0)","{1: 0.9999995153074966, 0: 0.15567909346484085}"
"(6, 4, 12, 1.0)","{1: 0.9991951200190831, 0: 0.038742048900000006}"
"(6, 4, 12, 2.0)","{0: 0.016046754741487146, 1: 0.9969567472778297}"
"(6, 4, 11, 0.0)","{1: 0.9990343838830832, 0: 0.23346417718911255}"
"(6, 4, 11, 1.0)","{0: 0.13844612982419435, 1: 0.9797244404095546}"
"(6, 4, 11, -8.0)","{1: 0.5111104393438011, 0: 0.7690783586781855}"
"(5, 4, 11, -8.0)","{0: 0.21004603979461828, 1: 0.9997181481249798}"
"(5, 4, 10, 0.0)","{1: 0.11296964550013588, 0: 0.8160992216242727}"
"(5, 4, 10, 1.0)","{1: 0.20215479755119045, 0: 0.8052231705878319}"
"(5, 4, 10, 2.0)","{1: 0.3015612666303911, 0: 0.8651651324842485}"
"(5, 4, 10, 3.0)","{1: 0.020589113209464906, 0: 0.866315526193454}"
"(5, 4, 10, 4.0)","{0: 0.6288761341033343, 1: 0.23242684401000002}"
"(5, 4, 9, -8.0)","{1: 0.40634193505770855, 0: 0.8861521459817883}"
"(5, 4, 9, -7.0)","{0: 0.10097379, 1: 0.8482376465330341}"
"(4, 4, 9, -8.0)","{1: 0.46712160874167086, 0: 0.6337515910384607}"
"(4, 4, 8, -7.0)","{1: 0.8946934371038084, 0: 0.0}"
"(4, 4, 8, -6.0)","{1: 0.6513215599000001, 0: 0.0}"
"(4, 4, 8, -5.0)","{1: 0.29704410000000003, 0: 0.0}"
"(4, 4, 8, -4.0)","{0: 0.13851, 1: 0.1}"
"(3, 4, 7, -8.0)","{1: 0.3245193503463521, 0: 0.7186476394495309}"
"(3, 4, 7, -7.0)","{1: 0.9880274848174379, 0: 0.0018248003631400733}"
"(3, 4, 7, -6.0)","{0: 0.016677181699666574, 1: 0.814697981114816}"
"(2, 4, 6, -8.0)","{0: 0.8213690943113544, 1: 0.3198437701286076}"
"(2, 4, 6, 0.0)","{0: 0.03814222422328944, 1: 0.9999999975020037}"
"(2, 4, 5, 1.0)","{1: 0.9999229762369759, 0: 0.34852621529270367}"
"(2, 4, 5, 2.0)","{0: 0.26944137501585563, 1: 0.9952823063831201}"
"(2, 4, 5, -8.0)","{1: 0.6243188538206217, 0: 0.9808930021681984}"
"(1, 4, 5, -7.0)","{1: 0.6461237111594221, 0: 0.8208673323417626}"
"(1, 4, 4, -6.0)","{0: 0.7857907678256917, 1: 0.5687299133287878}"
"(1, 4, 4, -8.0)","{1: 0.3468960344454987, 0: 0.39603191511358005}"
"(0, 4, 4, -8.0)","{1: -0.7033204511259752, 0: -0.3673691858499495}"
"(0, 4, 3, -8.0)","{1: -1.8794802857395507, 0: -2.5017655884911836}"
"(7, 4, 15, -8.0)","{1: 0.25045032416652746, 0: 0.5748169070812488}"
"(7, 4, 15, -16.0)","{1: 0.9999999997786043, 0: 0.9999999999985913}"
"(6, 4, 15, -16.0)","{1: 0.9999843157595708, 0: 3.3111174239277642e-06}"
"(6, 4, 15, -15.0)","{1: 0.9997901428350486, 0: 0.0}"
"(5, 4, 15, -14.0)","{0: 0.009943605027519847, 1: 0.9656631617970749}"
"(5, 4, 15, -8.0)","{1: 0.20697046729382101, 0: 0.9927331782629184}"
"(5, 4, 14, -8.0)","{0: 0.6809210943142917, 1: 0.4869240409782011}"
"(4, 4, 14, -8.0)","{0: 0.6330298106780577, 1: 0.38567612642493565}"
"(4, 4, 13, -7.0)","{0: 0.7577460987683957, 1: 0.22696790860100488}"
"(3, 4, 13, -8.0)","{0: 0.5613842238362382, 1: 0.29026209788288204}"
"(3, 4, 13, 0.0)","{1: 0.5470485782671001, 0: 0.0}"
"(3, 4, 13, 1.0)","{1: 0.2439, 0: 0.181}"
"(3, 4, 12, 2.0)","{1: 0.31951, 0: 0.19}"
"(4, 4, 12, 3.0)","{1: 0.223212294748251, 0: 0.643960570609}"
"(4, 4, 12, 4.0)","{0: 0.51638869, 1: 0.19}"
"(3, 4, 12, -8.0)","{1: 0.5137694355312398, 0: 0.5396219714479774}"
"(3, 4, 11, -7.0)","{1: 0.9999995489717195, 0: 0.4272633245411486}"
"(3, 4, 11, -6.0)","{1: 0.9995316562666342, 0: 0.5900796297057188}"
"(3, 4, 11, -5.0)","{0: 0.494978724620441, 1: 0.9824580895251872}"
"(2, 4, 11, -8.0)","{1: 0.9501955162151129, 0: 0.22899582680172467}"
"(2, 4, 10, -8.0)","{0: 0.3183451361686062, 1: 0.7628413951721948}"
"(2, 4, 10, 0.0)","{0: 0.8229700526893031, 1: 0.215961240662489}"
"(2, 4, 10, 1.0)","{1: 0.3778256531470785, 0: 0.6697503921631776}"
"(2, 4, 9, 2.0)","{0: 0.020512412039874715, 1: 0.6883059007080948}"
"(2, 4, 9, -8.0)","{1: 0.4160839809624807, 0: 0.8096912619786236}"
"(1, 4, 9, -8.0)","{1: 0.4095946386534409, 0: 0.758758559755844}"
"(1, 4, 9, -7.0)","{1: 0.9998789641918548, 0: 0.0025986560000729247}"
"(1, 4, 9, -6.0)","{0: 0.05656476015333089, 1: 0.9929303495098489}"
"(1, 4, 8, -8.0)","{1: 0.2060297132990168, 0: 0.8038629932604758}"
"(0, 4, 8, -8.0)","{0: 0.666734866094859, 1: 0.2248443589082163}"
"(0, 4, 7, -7.0)","{0: 0.13764219775601627, 1: 0.008129961974593786}"
"(0, 4, 7, -8.0)","{1: 0.6496103017533994, 0: -0.5383627309739891}"
"(7, 5, 15, -7.0)","{1: 0.010962028472062969, 0: 0.6052113384784319}"
"(7, 5, 15, -15.0)","{1: 0.4820498748843049, 0: 0.9774716004550608}"
"(6, 5, 15, -15.0)","{1: 0.8795058259146251, 0: 0.09045892935599918}"
"(6, 5, 15, -14.0)","{1: 0.7212088679053511, 0: 0.2660931}"
"(5, 5, 15, -13.0)","{1: 0.8366718745846009, 0: 0.2777201779053511}"
"(5, 5, 15, -12.0)","{1: 0.271, 0: 0.13851}"
"(5, 5, 14, -11.0)","{1: 0.1, 0: 0.1}"
"(4, 5, 14, -10.0)",{1: 0.09}
"(4, 5, 14, -9.0)","{0: 0.1, 1: 0.1}"
"(4, 5, 14, -8.0)","{1: 0.5048146486253843, 0: 0.6349381850577008}"
"(3, 5, 13, -7.0)","{1: 0.34390000000000004, 0: 0.0}"
"(3, 5, 13, -6.0)","{1: 0.271, 0: 0.0}"
"(3, 5, 13, -5.0)","{1: 0.34390000000000004, 0: 0.0}"
"(3, 5, 13, -4.0)",{1: 0.09}
"(3, 5, 12, -3.0)","{0: 0.059049000000000004, 1: 0.1}"
"(3, 5, 12, -8.0)","{1: 0.42484678609012505, 0: 0.538052463871184}"
"(2, 5, 12, -8.0)","{0: 0.22221503609798332, 1: 0.493989503257251}"
"(2, 5, 12, 0.0)","{0: 0.15561, 1: 0.1}"
"(2, 5, 11, -8.0)","{0: 0.5358672817322716, 1: 0.4708362430567978}"
"(2, 5, 11, 0.0)","{0: 0.005686523774786432, 1: 0.9542450660926348}"
"(1, 5, 11, -8.0)","{1: 0.156248903619, 0: 0.5899985829100001}"
"(1, 5, 10, -8.0)","{1: 0.2833532620355952, 0: 0.7067774226351644}"
"(1, 5, 10, -7.0)","{1: 0.6125795110000001, 0: 0.0}"
"(1, 5, 10, -6.0)","{0: 0.043046721, 1: 0.6125795110000001}"
"(1, 5, 10, 0.0)","{1: 0.8905810108684877, 0: 0.0}"
"(1, 5, 9, 1.0)","{0: 0.005233476330273607, 1: 0.9282102012308148}"
"(0, 5, 9, -8.0)","{0: 0.5823416941104015, 1: 0.036746775783727106}"
"(0, 5, 9, 0.0)","{1: 0.7458134171671, 0: 0.0}"
"(0, 5, 9, 1.0)","{1: 0.34390000000000004, 0: 0.081}"
"(1, 5, 9, 2.0)","{0: 0.038742048900000006, 1: 0.6513215599000001}"
