"(6, 2, 14, -8.0)","{1: 0.5272926782671, 0: 0.240049}"
"(5, 2, 14, -8.0)","{1: 0.553872929509, 0: 0.2546887699}"
"(5, 2, 14, -7.0)","{0: 0.19, 1: 0.271}"
"(5, 2, 14, 0.0)",{0: 0.19}
"(5, 2, 13, -8.0)","{1: 0.14661, 0: 0.140049}"
"(4, 2, 13, -8.0)","{0: 0.546969511, 1: 0.19}"
"(4, 2, 13, 0.0)","{1: 0.09, 0: 0.0}"
"(4, 2, 12, 1.0)","{1: 0.181, 0: 0.09}"
"(4, 2, 12, 2.0)",{0: 0.19}
"(4, 2, 12, -8.0)","{1: 0.11219309999999999, 0: 0.44880310000000007}"
"(4, 2, 12, -7.0)","{0: 0.1, 1: 0.09}"
"(3, 2, 11, -8.0)","{0: 0.5695327900000001, 1: 0.5022725599000001}"
"(3, 2, 11, 0.0)","{1: 0.271, 0: 0.19}"
"(3, 2, 11, 1.0)","{1: 0.1, 0: 0.1}"
"(4, 2, 11, 2.0)",{0: 0.1}
"(3, 2, 10, -8.0)","{1: 0.1, 0: 0.3785590000000001}"
"(3, 2, 10, -7.0)",{1: 0.09}
"(3, 2, 10, -6.0)",{0: 0.19}
"(2, 2, 10, -8.0)","{0: 0.31951, 1: 0.22851000000000002}"
"(2, 2, 10, 0.0)",{1: 0.17099999999999999}
"(2, 2, 9, 1.0)",{0: 0.17099999999999999}
"(2, 2, 9, -8.0)","{0: 0.15389999999999998, 1: 0.1}"
"(2, 2, 9, 0.0)","{0: 0.19, 1: 0.0}"
"(2, 2, 8, -8.0)","{0: 0.1, 1: 0.1}"
"(2, 2, 8, 0.0)",{1: 0.1}
"(2, 2, 8, 1.0)","{1: 0.1, 0: 0.0}"
"(2, 2, 8, 2.0)",{1: 0.1}
"(2, 2, 7, 3.0)","{1: 0.1, 0: 0.19}"
"(2, 2, 7, 4.0)","{1: 0.1, 0: 0.0}"
"(2, 2, 7, 5.0)",{1: 0.1}
"(2, 2, 7, 6.0)",{1: 0.1}
"(3, 2, 7, 7.0)",{1: 0.1}
"(3, 2, 6, 8.0)",{0: 0.1}
"(3, 2, 6, -8.0)",{0: 0.1729}
"(3, 2, 6, 0.0)","{0: 0.1729, 1: 0.1}"
"(2, 2, 6, -8.0)","{1: 0.3660931, 0: 0.2439}"
"(2, 2, 5, -7.0)",{1: 0.1}
"(2, 2, 5, -6.0)",{1: 0.1}
"(2, 2, 5, -5.0)",{1: 0.1}
"(1, 2, 5, -4.0)","{1: 0.1, 0: 0.1}"
"(1, 2, 5, -3.0)",{1: 0.1}
"(1, 2, 4, -2.0)",{1: 0.1}
"(1, 2, 4, -1.0)",{0: 0.1}
"(1, 2, 4, -8.0)","{1: 0.4317031, 0: 0.34390000000000004}"
"(0, 2, 3, -8.0)","{0: -0.0813069, 1: -0.4}"
"(0, 2, 3, 0.0)","{0: -0.715, 1: -0.4}"
"(6, 4, 15, -7.0)","{0: 0.0, 1: 0.19}"
"(6, 4, 14, -7.0)","{0: 0.19, 1: 0.19}"
"(5, 4, 14, 0.0)","{0: 0.15561, 1: 0.181}"
"(5, 4, 13, -7.0)","{1: 0.271, 0: 0.081}"
"(4, 4, 13, -6.0)",{0: 0.1}
"(4, 4, 12, 0.0)","{0: 0.081, 1: 0.40951000000000004}"
"(3, 4, 12, -7.0)","{0: 0.1, 1: 0.1}"
